patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US100147A,1870-02-22,Thomas hess ,"['Thomas', 'hess']","[('Thomas', 'NNP'), ('hess', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100177A,1870-02-22,miller ,['miller'],"[('miller', 'NN')]",0,['PROPN'],[],1,0,1
US100198A,1870-02-22,Daniel simmons ,"['Daniel', 'simmons']","[('Daniel', 'NNP'), ('simmons', 'NNS')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100203A,1870-02-22,Improvement in steam-eng-ine governors ,"['Improvement', 'in', 'steam-eng-ine', 'governors']","[('Improvement', 'NN'), ('in', 'IN'), ('steam-eng-ine', 'JJ'), ('governors', 'NNS')]",0,"['NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NOUN']",[],1,0,8
US100211A,1870-02-22,sturtevant ,['sturtevant'],"[('sturtevant', 'NN')]",0,['PROPN'],[],1,0,1
US100212A,1870-02-22,sturtevant ,['sturtevant'],"[('sturtevant', 'NN')]",0,['PROPN'],[],1,0,1
US100243A,1870-02-22,sturtevant ,['sturtevant'],"[('sturtevant', 'NN')]",0,['PROPN'],[],1,0,1
US100248A,1870-03-01,Smith w ,"['Smith', 'w']","[('Smith', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",[],1,0,2
US100263A,1870-03-01,Jesse a ,"['Jesse', 'a']","[('Jesse', 'NNP'), ('a', 'DT')]",1,"['PROPN', 'PRON']",[],1,0,2
US100268A,1870-03-01,de landsee ,"['de', 'landsee']","[('de', 'IN'), ('landsee', 'NN')]",0,"['X', 'PROPN']",[],1,0,2
US100281A,1870-03-01,Baiitholomew gommenginger ,"['Baiitholomew', 'gommenginger']","[('Baiitholomew', 'NNP'), ('gommenginger', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100300A,1870-03-01,Mathias ludlum ,"['Mathias', 'ludlum']","[('Mathias', 'NNP'), ('ludlum', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100312A,1870-03-01,Gilbert munday ,"['Gilbert', 'munday']","[('Gilbert', 'NNP'), ('munday', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100318A,1870-03-01,Peters ,['Peters'],"[('Peters', 'NNP')]",1,['PROPN'],[],1,0,1
US100340A,1870-03-01,palmer tiffany ,"['palmer', 'tiffany']","[('palmer', 'NN'), ('tiffany', 'NN')]",0,"['PROPN', 'PROPN']",[],1,0,2
US100357A,1870-03-01,Improvement in brakes tor carriages and wagons ,"['Improvement', 'in', 'brakes', 'tor', 'carriages', 'and', 'wagons']","[('Improvement', 'NN'), ('in', 'IN'), ('brakes', 'NNS'), ('tor', 'NN'), ('carriages', 'NNS'), ('and', 'CC'), ('wagons', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']",[],1,0,7
US100372A,1870-03-01,Elisha p ,"['Elisha', 'p']","[('Elisha', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100401A,1870-03-01,Frederic e ,"['Frederic', 'e']","[('Frederic', 'NNP'), ('e', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100406A,1870-03-01,Marcus l ,"['Marcus', 'l']","[('Marcus', 'NNP'), ('l', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100410A,1870-03-01,Abraham  ,['Abraham'],"[('Abraham', 'NNP')]",1,"['PROPN', 'SPACE']",[],1,0,2
US100424A,1870-03-01,Improved kiln for anne aliwg glass ,"['Improved', 'kiln', 'for', 'anne', 'aliwg', 'glass']","[('Improved', 'VBN'), ('kiln', 'NN'), ('for', 'IN'), ('anne', 'JJ'), ('aliwg', 'NN'), ('glass', 'NN')]",0,"['VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN']",[],1,0,6
US100429A,1870-03-01,Of boston ,"['Of', 'boston']","[('Of', 'IN'), ('boston', 'NN')]",0,"['ADP', 'PROPN']",[],1,0,2
US100439A,1870-03-01,pemberton ,['pemberton'],"[('pemberton', 'NN')]",0,['PROPN'],[],1,0,1
US100454A,1870-03-01,Hugh sangbtek ,"['Hugh', 'sangbtek']","[('Hugh', 'NNP'), ('sangbtek', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100459A,1870-03-01,Daniel ,['Daniel'],"[('Daniel', 'NNP')]",1,['PROPN'],[],1,0,1
US100462A,1870-03-01,Georoe miller sternberg ,"['Georoe', 'miller', 'sternberg']","[('Georoe', 'NNP'), ('miller', 'NN'), ('sternberg', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN']",['ORG'],1,0,3
US100502A,1870-03-08,Improvement in mortis ing-machines ,"['Improvement', 'in', 'mortis', 'ing-machines']","[('Improvement', 'NN'), ('in', 'IN'), ('mortis', 'NN'), ('ing-machines', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,6
US100506A,1870-03-08,Arthur w ,"['Arthur', 'w']","[('Arthur', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['ORG'],1,0,2
US100514A,1870-03-08,Improvement in g-un-carriages ,"['Improvement', 'in', 'g-un-carriages']","[('Improvement', 'NN'), ('in', 'IN'), ('g-un-carriages', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN']",[],1,0,7
US100518A,1870-03-08,Roland s ,"['Roland', 's']","[('Roland', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'VERB']",['GPE'],1,0,2
US100520A,1870-03-08,Alfred d ,"['Alfred', 'd']","[('Alfred', 'NNP'), ('d', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100522A,1870-03-08,Louis-gehlen ,['Louis-gehlen'],"[('Louis-gehlen', 'JJ')]",0,"['PROPN', 'PUNCT', 'VERB']",[],1,0,3
US100529A,1870-03-08,Johnscn higglns ,"['Johnscn', 'higglns']","[('Johnscn', 'NNP'), ('higglns', 'NN')]",1,"['PROPN', 'NOUN']",['ORG'],1,0,2
US100536A,1870-03-08,Erastus  ,['Erastus'],"[('Erastus', 'NN')]",0,"['PROPN', 'SPACE']",[],1,0,2
US100539A,1870-03-08,marti no ,"['marti', 'no']","[('marti', 'NN'), ('no', 'DT')]",0,"['PROPN', 'PRON']",[],1,0,2
US100544A,1870-03-08,Sante mento ,"['Sante', 'mento']","[('Sante', 'NNP'), ('mento', 'NN')]",1,"['PROPN', 'PROPN']",[],1,0,2
US100546A,1870-03-08,"Improvement in presses tor hat, cotton ","['Improvement', 'in', 'presses', 'tor', 'hat,', 'cotton']","[('Improvement', 'NN'), ('in', 'IN'), ('presses', 'NNS'), ('tor', 'VBP'), ('hat,', 'JJ'), ('cotton', 'NN')]",0,"['NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,7
US100547A,1870-03-08,Fxtefz ,['Fxtefz'],"[('Fxtefz', 'NN')]",0,['PROPN'],[],1,0,1
US100557A,1870-03-08,Edmund d ,"['Edmund', 'd']","[('Edmund', 'NNP'), ('d', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100569A,1870-03-08,Improved bcd-bottom ,"['Improved', 'bcd-bottom']","[('Improved', 'VBN'), ('bcd-bottom', 'NN')]",0,"['VERB', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,4
US100589A,1870-03-08,Isaac bonnell ,"['Isaac', 'bonnell']","[('Isaac', 'NNP'), ('bonnell', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100590A,1870-03-08,peters ,['peters'],"[('peters', 'NNS')]",0,['PROPN'],[],1,0,1
US100594A,1870-03-08,bbomx ,['bbomx'],"[('bbomx', 'NN')]",0,['PROPN'],[],1,0,1
US100595A,1870-03-08,James buy an ,"['James', 'buy', 'an']","[('James', 'NNP'), ('buy', 'VBP'), ('an', 'DT')]",1,"['PROPN', 'VERB', 'PRON']",[],1,0,3
US100620A,1870-03-08,Caetin hart ,"['Caetin', 'hart']","[('Caetin', 'NNP'), ('hart', 'NN')]",1,"['PROPN', 'NOUN']",['GPE'],1,0,2
US100623A,1870-03-08,Marshal hays ,"['Marshal', 'hays']","[('Marshal', 'NNP'), ('hays', 'NNS')]",1,"['PROPN', 'VERB']",[],1,0,2
US100631A,1870-03-08,Hutson ,['Hutson'],"[('Hutson', 'NN')]",0,['PROPN'],['ORG'],1,0,1
US100638A,1870-03-08,"Improved tablet, token, or check, to be used in life insurance ","['Improved', 'tablet,', 'token,', 'or', 'check,', 'to', 'be', 'used', 'in', 'life', 'insurance']","[('Improved', 'VBN'), ('tablet,', 'JJ'), ('token,', 'NN'), ('or', 'CC'), ('check,', 'NN'), ('to', 'TO'), ('be', 'VB'), ('used', 'VBN'), ('in', 'IN'), ('life', 'NN'), ('insurance', 'NN')]",0,"['VERB', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'VERB', 'PUNCT', 'PART', 'AUX', 'VERB', 'ADP', 'NOUN', 'NOUN']",[],1,0,14
US100641A,1870-03-08,peters ,['peters'],"[('peters', 'NNS')]",0,['PROPN'],[],1,0,1
US100650A,1870-03-08,Improved horse hay-fork ,"['Improved', 'horse', 'hay-fork']","[('Improved', 'JJ'), ('horse', 'NN'), ('hay-fork', 'NN')]",0,"['VERB', 'NOUN', 'NOUN', 'PUNCT', 'PROPN']",[],1,0,5
US100684A,1870-03-08,Improvement in g-as-machines ,"['Improvement', 'in', 'g-as-machines']","[('Improvement', 'NN'), ('in', 'IN'), ('g-as-machines', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'PUNCT', 'NOUN']",[],1,0,7
US100704A,1870-03-08,Henby h ,"['Henby', 'h']","[('Henby', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100732A,1870-03-15,Eleazer f ,"['Eleazer', 'f']","[('Eleazer', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",[],1,0,2
US100735A,1870-03-15,delano ,['delano'],"[('delano', 'NN')]",0,['PROPN'],[],1,0,1
US100749A,1870-03-15,Ambrose gir a udat ,"['Ambrose', 'gir', 'a', 'udat']","[('Ambrose', 'NNP'), ('gir', 'VBZ'), ('a', 'DT'), ('udat', 'JJ')]",1,"['PROPN', 'VERB', 'DET', 'NOUN']",[],1,0,4
US100784A,1870-03-15,Bert g ,"['Bert', 'g']","[('Bert', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",[],1,0,2
US100785A,1870-03-15,Thomas moore ,"['Thomas', 'moore']","[('Thomas', 'NNP'), ('moore', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100792A,1870-03-15,Improved hotel and burglar- alarm ,"['Improved', 'hotel', 'and', 'burglar-', 'alarm']","[('Improved', 'VBN'), ('hotel', 'NN'), ('and', 'CC'), ('burglar-', 'JJ'), ('alarm', 'NN')]",0,"['VERB', 'NOUN', 'CCONJ', 'PROPN', 'NOUN']",[],1,0,5
US100807A,1870-03-15,Herrman s ,"['Herrman', 's']","[('Herrman', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'VERB']",[],1,0,2
US100820A,1870-03-15,tucker ,['tucker'],"[('tucker', 'NN')]",0,['PROPN'],[],1,0,1
US100844A,1870-03-15,Mjproved betergewt comfowd ,"['Mjproved', 'betergewt', 'comfowd']","[('Mjproved', 'NNP'), ('betergewt', 'NN'), ('comfowd', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3
US100849A,1870-03-15,Louis brauer ,"['Louis', 'brauer']","[('Louis', 'NNP'), ('brauer', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100850A,1870-03-15,Petefls ,['Petefls'],"[('Petefls', 'NN')]",0,['PROPN'],[],1,0,1
US100853A,1870-03-15,Terest to giles carter and smith carpenter ,"['Terest', 'to', 'giles', 'carter', 'and', 'smith', 'carpenter']","[('Terest', 'JJS'), ('to', 'TO'), ('giles', 'NNS'), ('carter', 'NN'), ('and', 'CC'), ('smith', 'NN'), ('carpenter', 'NN')]",0,"['NOUN', 'ADP', 'NOUN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']",[],1,0,7
US100865A,1870-03-15,crosby ,['crosby'],"[('crosby', 'NN')]",0,['PROPN'],[],1,0,1
US100883A,1870-03-15,Elisha h ,"['Elisha', 'h']","[('Elisha', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100904A,1870-03-15,Amasa c ,"['Amasa', 'c']","[('Amasa', 'NNP'), ('c', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100914A,1870-03-15,James b ,"['James', 'b']","[('James', 'NNP'), ('b', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US100920A,1870-03-15,Alexander f ,"['Alexander', 'f']","[('Alexander', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",[],1,0,2
US100924A,1870-03-15,Isaac kehn ,"['Isaac', 'kehn']","[('Isaac', 'NNP'), ('kehn', 'NN')]",1,"['PROPN', 'VERB']",[],1,0,2
US100936A,1870-03-15,Improvement in extracting- turpehttne prom pine-trees ,"['Improvement', 'in', 'extracting-', 'turpehttne', 'prom', 'pine-trees']","[('Improvement', 'NN'), ('in', 'IN'), ('extracting-', 'JJ'), ('turpehttne', 'NN'), ('prom', 'IN'), ('pine-trees', 'NNS')]",0,"['NOUN', 'ADP', 'ADJ', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,8
US100956A,1870-03-15,Improvement in landau carriage-doors ,"['Improvement', 'in', 'landau', 'carriage-doors']","[('Improvement', 'NN'), ('in', 'IN'), ('landau', 'JJ'), ('carriage-doors', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6
US100982A,1870-03-22,Orlando clarke ,"['Orlando', 'clarke']","[('Orlando', 'NNP'), ('clarke', 'NN')]",1,"['PROPN', 'NOUN']",['GPE'],1,0,2
US100983A,1870-03-22,Orlando clarke ,"['Orlando', 'clarke']","[('Orlando', 'NNP'), ('clarke', 'NN')]",1,"['PROPN', 'NOUN']",['GPE'],1,0,2
US101002A,1870-03-22,gilman ,['gilman'],"[('gilman', 'NN')]",0,['PROPN'],[],1,0,1
US101034A,1870-03-22,peters ,['peters'],"[('peters', 'NNS')]",0,['PROPN'],[],1,0,1
US101053A,1870-03-22,Alfred b ,"['Alfred', 'b']","[('Alfred', 'NNP'), ('b', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101060A,1870-03-22,osoab ,['osoab'],"[('osoab', 'NN')]",0,['PROPN'],[],1,0,1
US101076A,1870-03-22,Arthur m ,"['Arthur', 'm']","[('Arthur', 'NNP'), ('m', 'NN')]",1,"['PROPN', 'VERB']",['ORG'],1,0,2
US101089A,1870-03-22,Erastus brigham bigelow ,"['Erastus', 'brigham', 'bigelow']","[('Erastus', 'NNP'), ('brigham', 'NN'), ('bigelow', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3
US101096A,1870-03-22,Improved medicine or cotjgh-sirup ,"['Improved', 'medicine', 'or', 'cotjgh-sirup']","[('Improved', 'VBN'), ('medicine', 'NN'), ('or', 'CC'), ('cotjgh-sirup', 'NN')]",0,"['ADJ', 'NOUN', 'CCONJ', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,6
US101163A,1870-03-22,Improvement in india-rubber billiard-cushions ,"['Improvement', 'in', 'india-rubber', 'billiard-cushions']","[('Improvement', 'NN'), ('in', 'IN'), ('india-rubber', 'JJ'), ('billiard-cushions', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",['GPE'],1,0,8
US101169A,1870-03-22,Daniel sherwood ,"['Daniel', 'sherwood']","[('Daniel', 'NNP'), ('sherwood', 'NN')]",1,"['PROPN', 'NOUN']",['ORG'],1,0,2
US101175A,1870-03-22,Improvement in the manufacture of xyloidine and its compound ,"['Improvement', 'in', 'the', 'manufacture', 'of', 'xyloidine', 'and', 'its', 'compound']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('manufacture', 'NN'), ('of', 'IN'), ('xyloidine', 'NN'), ('and', 'CC'), ('its', 'PRP$'), ('compound', 'NN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PRON', 'NOUN']",[],1,0,9
US101179A,1870-03-22,Albeet beigham swift ,"['Albeet', 'beigham', 'swift']","[('Albeet', 'NNP'), ('beigham', 'VBD'), ('swift', 'NN')]",1,"['PROPN', 'PROPN', 'NOUN']",[],1,0,3
US101181A,1870-03-22,Thomas m ,"['Thomas', 'm']","[('Thomas', 'NNP'), ('m', 'NN')]",1,"['PROPN', 'VERB']",[],1,0,2
US101212A,1870-03-29,Improvement in hasps fob trunks ,"['Improvement', 'in', 'hasps', 'fob', 'trunks']","[('Improvement', 'NN'), ('in', 'IN'), ('hasps', 'NN'), ('fob', 'NN'), ('trunks', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN']",[],1,0,5
US101222A,1870-03-29,Sylvania ,['Sylvania'],"[('Sylvania', 'NN')]",0,['PROPN'],['GPE'],1,0,1
US101243A,1870-03-29,of mossy creek ,"['of', 'mossy', 'creek']","[('of', 'IN'), ('mossy', 'JJ'), ('creek', 'NN')]",0,"['ADP', 'PROPN', 'PROPN']",[],1,0,3
US101257A,1870-03-29,godwin ,['godwin'],"[('godwin', 'NN')]",0,['PROPN'],[],1,0,1
US101278A,1870-03-29,Joseph laubseft ,"['Joseph', 'laubseft']","[('Joseph', 'NNP'), ('laubseft', 'VBD')]",1,"['PROPN', 'VERB']",[],1,0,2
US101287A,1870-03-29,Israel putnam magoon ,"['Israel', 'putnam', 'magoon']","[('Israel', 'NNP'), ('putnam', 'NN'), ('magoon', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN']",['GPE'],1,0,3
US101316A,1870-03-29,Thomas scantlin ,"['Thomas', 'scantlin']","[('Thomas', 'NNP'), ('scantlin', 'NN')]",1,"['PROPN', 'VERB']",[],1,0,2
US101336A,1870-03-29,John p ,"['John', 'p']","[('John', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101357A,1870-03-29,Mccann dunn ,"['Mccann', 'dunn']","[('Mccann', 'NNP'), ('dunn', 'NN')]",1,"['PROPN', 'PROPN']",['ORG'],1,0,2
US101358A,1870-03-29,Improvement in plumbago-press ,"['Improvement', 'in', 'plumbago-press']","[('Improvement', 'NN'), ('in', 'IN'), ('plumbago-press', 'NN')]",0,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5
US101359A,1870-03-29,Curtis t ,"['Curtis', 't']","[('Curtis', 'NN'), ('t', 'NN')]",0,"['PROPN', 'NOUN']",[],1,0,2
US101368A,1870-03-29,peters ,['peters'],"[('peters', 'NNS')]",0,['PROPN'],[],1,0,1
US101394A,1870-03-29,"Improvement in packing journals, anb other parts of machinery ","['Improvement', 'in', 'packing', 'journals,', 'anb', 'other', 'parts', 'of', 'machinery']","[('Improvement', 'NN'), ('in', 'IN'), ('packing', 'VBG'), ('journals,', 'NN'), ('anb', 'IN'), ('other', 'JJ'), ('parts', 'NNS'), ('of', 'IN'), ('machinery', 'NN')]",0,"['NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'NOUN']",['ORG'],1,0,10
US101396A,1870-03-29,Alpheus walker ,"['Alpheus', 'walker']","[('Alpheus', 'NNP'), ('walker', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101403A,1870-03-29,Improvement sn hose-couplings ,"['Improvement', 'sn', 'hose-couplings']","[('Improvement', 'JJ'), ('sn', 'NN'), ('hose-couplings', 'NNS')]",0,"['PROPN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,5
US101420A,1870-04-05,besse ,['besse'],"[('besse', 'NN')]",0,['PROPN'],[],1,0,1
US101423A,1870-04-05,"Improved flour-sifter, colander, and strainer ","['Improved', 'flour-sifter,', 'colander,', 'and', 'strainer']","[('Improved', 'VBN'), ('flour-sifter,', 'JJ'), ('colander,', 'NN'), ('and', 'CC'), ('strainer', 'NN')]",0,"['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN']",[],1,0,9
US101457A,1870-04-05,Annie j ,"['Annie', 'j']","[('Annie', 'NNP'), ('j', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101470A,1870-04-05,moore ,['moore'],"[('moore', 'NN')]",0,['PROPN'],[],1,0,1
US101473A,1870-04-05,Samuel eingan ,"['Samuel', 'eingan']","[('Samuel', 'NNP'), ('eingan', 'NN')]",1,"['PROPN', 'VERB']",[],1,0,2
US101487A,1870-04-05,Hugh dunbar mcmaster and abraham dale ,"['Hugh', 'dunbar', 'mcmaster', 'and', 'abraham', 'dale']","[('Hugh', 'NNP'), ('dunbar', 'NN'), ('mcmaster', 'NN'), ('and', 'CC'), ('abraham', 'VB'), ('dale', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'NOUN']",[],1,0,6
US101493A,1870-04-05,Marcellus a ,"['Marcellus', 'a']","[('Marcellus', 'CC'), ('a', 'DT')]",0,"['PROPN', 'PRON']",[],1,0,2
US101512A,1870-04-05,ripley ,['ripley'],"[('ripley', 'NN')]",0,['PROPN'],[],1,0,1
US101537A,1870-04-05,Garland b ,"['Garland', 'b']","[('Garland', 'NNP'), ('b', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101558A,1870-04-05,Self and john j ,"['Self', 'and', 'john', 'j']","[('Self', 'NNP'), ('and', 'CC'), ('john', 'NN'), ('j', 'NN')]",1,"['NOUN', 'CCONJ', 'PROPN', 'PROPN']",[],1,0,4
US101570A,1870-04-05,Aquila beoraft ,"['Aquila', 'beoraft']","[('Aquila', 'NNP'), ('beoraft', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101577A,1870-04-05,Improvement in tinman s machine ,"['Improvement', 'in', 'tinman', 's', 'machine']","[('Improvement', 'NN'), ('in', 'IN'), ('tinman', 'JJ'), ('s', 'NN'), ('machine', 'NN')]",0,"['NOUN', 'ADP', 'PROPN', 'PART', 'NOUN']",[],1,0,5
US101605A,1870-04-05,Gael fogelberg ,"['Gael', 'fogelberg']","[('Gael', 'NNP'), ('fogelberg', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101609A,1870-04-05,Almeron graves ,"['Almeron', 'graves']","[('Almeron', 'NNP'), ('graves', 'NNS')]",1,"['PROPN', 'NOUN']",['ORG'],1,0,2
US101631A,1870-04-05,Henry f ,"['Henry', 'f']","[('Henry', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",[],1,0,2
US101652A,1870-04-05,nobles ,['nobles'],"[('nobles', 'NNS')]",0,['PROPN'],['ORG'],1,0,1
US101742A,1870-04-12,Peters ,['Peters'],"[('Peters', 'NNP')]",1,['PROPN'],[],1,0,1
US101752A,1870-04-12,mcclelland ,['mcclelland'],"[('mcclelland', 'NN')]",0,['PROPN'],['ORG'],1,0,1
US101753A,1870-04-12,Samuel meredith ,"['Samuel', 'meredith']","[('Samuel', 'NNP'), ('meredith', 'NN')]",1,"['PROPN', 'PROPN']",[],1,0,2
US101759A,1870-04-12,peters ,['peters'],"[('peters', 'NNS')]",0,['PROPN'],[],1,0,1
US101777A,1870-04-12,"Improved mop, mat, and wiping-cush ion ","['Improved', 'mop,', 'mat,', 'and', 'wiping-cush', 'ion']","[('Improved', 'VBN'), ('mop,', 'JJ'), ('mat,', 'NN'), ('and', 'CC'), ('wiping-cush', 'JJ'), ('ion', 'NN')]",0,"['VERB', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,10
US101789A,1870-04-12,Melzee tuell ,"['Melzee', 'tuell']","[('Melzee', 'NNP'), ('tuell', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US101795A,1870-04-12,Improvement in g-rate-bars for steam-generators ,"['Improvement', 'in', 'g-rate-bars', 'for', 'steam-generators']","[('Improvement', 'NN'), ('in', 'IN'), ('g-rate-bars', 'NNS'), ('for', 'IN'), ('steam-generators', 'NNS')]",0,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,11
US101823A,1870-04-12,Improvement in india-rubber carpeting and embossed matting ,"['Improvement', 'in', 'india-rubber', 'carpeting', 'and', 'embossed', 'matting']","[('Improvement', 'NN'), ('in', 'IN'), ('india-rubber', 'JJ'), ('carpeting', 'NN'), ('and', 'CC'), ('embossed', 'VBD'), ('matting', 'NN')]",0,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'VERB']",['GPE'],1,0,9
US101826A,1870-04-12,Beaumont ,['Beaumont'],"[('Beaumont', 'NNP')]",1,['PROPN'],['GPE'],1,0,1
