patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US1443A,1839-12-27 00:00:00,Mode of constructing sockets for ,"['Mode', 'of', 'constructing', 'sockets', 'for']","[('Mode', 'NNP'), ('of', 'IN'), ('constructing', 'VBG'), ('sockets', 'NNS'), ('for', 'IN')]",1,"['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],0,0,5,1
US1493A,1840-02-18 00:00:00,Machine for ,"['Machine', 'for']","[('Machine', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US1512A,1840-03-12 00:00:00,Mode of constructing cabs or carriages for railedabs and also a mode of ,"['Mode', 'of', 'constructing', 'cabs', 'or', 'carriages', 'for', 'railedabs', 'and', 'also', 'a', 'mode', 'of']","[('Mode', 'NNP'), ('of', 'IN'), ('constructing', 'VBG'), ('cabs', 'NN'), ('or', 'CC'), ('carriages', 'NNS'), ('for', 'IN'), ('railedabs', 'NN'), ('and', 'CC'), ('also', 'RB'), ('a', 'DT'), ('mode', 'NN'), ('of', 'IN')]",1,"['NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'DET', 'NOUN', 'ADP']",[],0,0,13,1
US1542A,1840-04-08 00:00:00,Mode of constructing chairs for sustaining and holding the rails for ,"['Mode', 'of', 'constructing', 'chairs', 'for', 'sustaining', 'and', 'holding', 'the', 'rails', 'for']","[('Mode', 'NNP'), ('of', 'IN'), ('constructing', 'VBG'), ('chairs', 'NNS'), ('for', 'IN'), ('sustaining', 'VBG'), ('and', 'CC'), ('holding', 'VBG'), ('the', 'DT'), ('rails', 'NNS'), ('for', 'IN')]",1,"['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP']",[],0,0,11,1
US1547A,1840-04-08 00:00:00,Improvement in the manner of constructing and affixing the ribs of ,"['Improvement', 'in', 'the', 'manner', 'of', 'constructing', 'and', 'affixing', 'the', 'ribs', 'of']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('manner', 'NN'), ('of', 'IN'), ('constructing', 'VBG'), ('and', 'CC'), ('affixing', 'VBG'), ('the', 'DT'), ('ribs', 'NN'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP']",[],0,0,11,1
US1590A,1840-05-08 00:00:00,Shaking the screen ob ,"['Shaking', 'the', 'screen', 'ob']","[('Shaking', 'VBG'), ('the', 'DT'), ('screen', 'NN'), ('ob', 'NN')]",0,"['VERB', 'DET', 'NOUN', 'ADP']",[],0,0,4,1
US1638A,1840-06-17 00:00:00,Kiln for ,"['Kiln', 'for']","[('Kiln', 'NNP'), ('for', 'IN')]",1,"['NOUN', 'ADP']",[],0,0,2,1
US1644A,1840-06-20 00:00:00,Ordinary argand oil-burner for adapting it to burn spirits of ,"['Ordinary', 'argand', 'oil-burner', 'for', 'adapting', 'it', 'to', 'burn', 'spirits', 'of']","[('Ordinary', 'JJ'), ('argand', 'NN'), ('oil-burner', 'NN'), ('for', 'IN'), ('adapting', 'VBG'), ('it', 'PRP'), ('to', 'TO'), ('burn', 'VB'), ('spirits', 'NNS'), ('of', 'IN')]",0,"['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'PRON', 'PART', 'VERB', 'NOUN', 'ADP']",[],0,0,12,1
US1667A,1840-07-01 00:00:00,Improvement in the mode of arranging the cylinders in double-cylinder engines for ,"['Improvement', 'in', 'the', 'mode', 'of', 'arranging', 'the', 'cylinders', 'in', 'double-cylinder', 'engines', 'for']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mode', 'NN'), ('of', 'IN'), ('arranging', 'VBG'), ('the', 'DT'), ('cylinders', 'NNS'), ('in', 'IN'), ('double-cylinder', 'JJ'), ('engines', 'NNS'), ('for', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP']",[],0,0,14,1
US1676A,1840-07-10 00:00:00,Improvement in the mode of ,"['Improvement', 'in', 'the', 'mode', 'of']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mode', 'NN'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,1
US1697A,1840-07-18 00:00:00,Improvement in the mode of extracting the alkali from ashes in the manufacture of ,"['Improvement', 'in', 'the', 'mode', 'of', 'extracting', 'the', 'alkali', 'from', 'ashes', 'in', 'the', 'manufacture', 'of']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mode', 'NN'), ('of', 'IN'), ('extracting', 'VBG'), ('the', 'DT'), ('alkali', 'NN'), ('from', 'IN'), ('ashes', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('manufacture', 'NN'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,14,1
US1747A,1840-08-28 00:00:00,Improvement in machinery for tapping slivers or bands of hemp and making oakum of ,"['Improvement', 'in', 'machinery', 'for', 'tapping', 'slivers', 'or', 'bands', 'of', 'hemp', 'and', 'making', 'oakum', 'of']","[('Improvement', 'NN'), ('in', 'IN'), ('machinery', 'NN'), ('for', 'IN'), ('tapping', 'VBG'), ('slivers', 'NNS'), ('or', 'CC'), ('bands', 'NNS'), ('of', 'IN'), ('hemp', 'NN'), ('and', 'CC'), ('making', 'VBG'), ('oakum', 'NNS'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],0,0,14,1
US1847A,1840-11-05 00:00:00,Improvement in the mode of ,"['Improvement', 'in', 'the', 'mode', 'of']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mode', 'NN'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,1
US1875A,1840-12-01 00:00:00,Improvement in the mode of heating buildings by means of an apparatus consisting of ,"['Improvement', 'in', 'the', 'mode', 'of', 'heating', 'buildings', 'by', 'means', 'of', 'an', 'apparatus', 'consisting', 'of']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mode', 'NN'), ('of', 'IN'), ('heating', 'VBG'), ('buildings', 'NNS'), ('by', 'IN'), ('means', 'NNS'), ('of', 'IN'), ('an', 'DT'), ('apparatus', 'NN'), ('consisting', 'NN'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP']",[],0,0,14,1
US1880A,1840-12-05 00:00:00,Mode op iffieasubing the human body eob the dbaeting and ctjttina of ,"['Mode', 'op', 'iffieasubing', 'the', 'human', 'body', 'eob', 'the', 'dbaeting', 'and', 'ctjttina', 'of']","[('Mode', 'NNP'), ('op', 'MD'), ('iffieasubing', 'VBG'), ('the', 'DT'), ('human', 'JJ'), ('body', 'NN'), ('eob', 'VBZ'), ('the', 'DT'), ('dbaeting', 'NN'), ('and', 'CC'), ('ctjttina', 'NN'), ('of', 'IN')]",1,"['NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],0,0,12,1
US1916A,1840-12-28 00:00:00,Construction of railways and in the means of ,"['Construction', 'of', 'railways', 'and', 'in', 'the', 'means', 'of']","[('Construction', 'NN'), ('of', 'IN'), ('railways', 'NNS'), ('and', 'CC'), ('in', 'IN'), ('the', 'DT'), ('means', 'NNS'), ('of', 'IN')]",0,"['NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,8,1
US1941A,1841-01-23 00:00:00,Method of manufacturing ob ,"['Method', 'of', 'manufacturing', 'ob']","[('Method', 'NNP'), ('of', 'IN'), ('manufacturing', 'VBG'), ('ob', 'NN')]",1,"['NOUN', 'ADP', 'NOUN', 'ADP']",[],0,0,4,1
US1957A,1841-01-30 00:00:00,Construction of inkstands by the employment of a capillary wick with ,"['Construction', 'of', 'inkstands', 'by', 'the', 'employment', 'of', 'a', 'capillary', 'wick', 'with']","[('Construction', 'NN'), ('of', 'IN'), ('inkstands', 'NNS'), ('by', 'IN'), ('the', 'DT'), ('employment', 'NN'), ('of', 'IN'), ('a', 'DT'), ('capillary', 'JJ'), ('wick', 'NN'), ('with', 'IN')]",0,"['NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP']",[],0,0,11,1
US2024A,1841-03-31 00:00:00,Machine for ,"['Machine', 'for']","[('Machine', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US2034A,1841-04-02 00:00:00,The frames of ,"['The', 'frames', 'of']","[('The', 'DT'), ('frames', 'NNS'), ('of', 'IN')]",0,"['DET', 'NOUN', 'ADP']",[],0,0,3,1
US2088A,1841-05-11 00:00:00,Wind-chest or bellows-box attached to hearths or ,"['Wind-chest', 'or', 'bellows-box', 'attached', 'to', 'hearths', 'or']","[('Wind-chest', 'JJ'), ('or', 'CC'), ('bellows-box', 'JJ'), ('attached', 'VBN'), ('to', 'TO'), ('hearths', 'NNS'), ('or', 'CC')]",0,"['NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ']",[],0,0,11,1
US2089A,1841-05-11 00:00:00,Improvement in the manner of operating paddles for propelling steam and other boats or ,"['Improvement', 'in', 'the', 'manner', 'of', 'operating', 'paddles', 'for', 'propelling', 'steam', 'and', 'other', 'boats', 'or']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('manner', 'NN'), ('of', 'IN'), ('operating', 'NN'), ('paddles', 'NNS'), ('for', 'IN'), ('propelling', 'VBG'), ('steam', 'NN'), ('and', 'CC'), ('other', 'JJ'), ('boats', 'NNS'), ('or', 'CC')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ']",[],0,0,14,1
US2105A,1841-05-22 00:00:00,File ob ,"['File', 'ob']","[('File', 'NNP'), ('ob', 'NN')]",1,"['NOUN', 'ADP']",[],0,0,2,1
US2125A,1841-06-11 00:00:00,Chaeles w ,"['Chaeles', 'w']","[('Chaeles', 'NNS'), ('w', 'VBP')]",0,"['VERB', 'ADP']",[],0,0,2,1
US2139A,1841-06-22 00:00:00,The nor ,"['The', 'nor']","[('The', 'DT'), ('nor', 'CC')]",0,"['PRON', 'CCONJ']",[],0,0,2,1
US2157A,1841-07-08 00:00:00,Endless-chain horse-power for ,"['Endless-chain', 'horse-power', 'for']","[('Endless-chain', 'JJ'), ('horse-power', 'NN'), ('for', 'IN')]",0,"['ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],0,0,7,1
US2244A,1841-09-04 00:00:00,Self-acting apparatus for supplying boilers of steam-engines with ,"['Self-acting', 'apparatus', 'for', 'supplying', 'boilers', 'of', 'steam-engines', 'with']","[('Self-acting', 'JJ'), ('apparatus', 'NN'), ('for', 'IN'), ('supplying', 'VBG'), ('boilers', 'NNS'), ('of', 'IN'), ('steam-engines', 'NNS'), ('with', 'IN')]",0,"['NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],0,0,12,1
US2272A,1841-09-30 00:00:00,Machine for ,"['Machine', 'for']","[('Machine', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US2289A,1841-10-09 00:00:00,Machine for ,"['Machine', 'for']","[('Machine', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US2308A,1841-10-11 00:00:00,Method of constructing the flues of elevated ovens to be combined with ,"['Method', 'of', 'constructing', 'the', 'flues', 'of', 'elevated', 'ovens', 'to', 'be', 'combined', 'with']","[('Method', 'NNP'), ('of', 'IN'), ('constructing', 'VBG'), ('the', 'DT'), ('flues', 'NNS'), ('of', 'IN'), ('elevated', 'JJ'), ('ovens', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('combined', 'VBN'), ('with', 'IN')]",1,"['NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'AUX', 'VERB', 'ADP']",[],0,0,12,1
US2373A,1841-11-25 00:00:00,Machine for ,"['Machine', 'for']","[('Machine', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US2375A,1841-11-25 00:00:00,Improvement in the method of constructing and arranging the openings or spouts for ,"['Improvement', 'in', 'the', 'method', 'of', 'constructing', 'and', 'arranging', 'the', 'openings', 'or', 'spouts', 'for']","[('Improvement', 'NN'), ('in', 'IN'), ('the', 'DT'), ('method', 'NN'), ('of', 'IN'), ('constructing', 'VBG'), ('and', 'CC'), ('arranging', 'VBG'), ('the', 'DT'), ('openings', 'NNS'), ('or', 'CC'), ('spouts', 'NNS'), ('for', 'IN')]",0,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],0,0,13,1
US2392A,1841-12-14 00:00:00,Method of opening- and closing waste-gates for ,"['Method', 'of', 'opening-', 'and', 'closing', 'waste-gates', 'for']","[('Method', 'NNP'), ('of', 'IN'), ('opening-', 'JJ'), ('and', 'CC'), ('closing', 'VBG'), ('waste-gates', 'NNS'), ('for', 'IN')]",1,"['NOUN', 'ADP', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],0,0,9,1
US2532A,1842-04-01 00:00:00,Machine fob cutting plates ob ,"['Machine', 'fob', 'cutting', 'plates', 'ob']","[('Machine', 'NN'), ('fob', 'NN'), ('cutting', 'VBG'), ('plates', 'NNS'), ('ob', 'VBP')]",0,"['NOUN', 'NOUN', 'VERB', 'NOUN', 'ADP']",[],0,0,5,1
US2553A,1842-04-11 00:00:00,Machine for ,"['Machine', 'for']","[('Machine', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US2577A,1842-04-21 00:00:00,Zimprovement in ,"['Zimprovement', 'in']","[('Zimprovement', 'NN'), ('in', 'IN')]",0,"['ADJ', 'ADP']",[],0,0,2,1
US2640A,1842-05-26 00:00:00,Instrument for ,"['Instrument', 'for']","[('Instrument', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP']",[],0,0,2,1
US2654A,1842-05-30 00:00:00,Machine for manufacturing wood so as to be used as a substitute for ,"['Machine', 'for', 'manufacturing', 'wood', 'so', 'as', 'to', 'be', 'used', 'as', 'a', 'substitute', 'for']","[('Machine', 'NN'), ('for', 'IN'), ('manufacturing', 'VBG'), ('wood', 'NN'), ('so', 'RB'), ('as', 'IN'), ('to', 'TO'), ('be', 'VB'), ('used', 'VBN'), ('as', 'IN'), ('a', 'DT'), ('substitute', 'NN'), ('for', 'IN')]",0,"['NOUN', 'ADP', 'VERB', 'NOUN', 'SCONJ', 'SCONJ', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,13,1
US2772A,1842-09-03 00:00:00,The ibon bails of ,"['The', 'ibon', 'bails', 'of']","[('The', 'DT'), ('ibon', 'NN'), ('bails', 'NNS'), ('of', 'IN')]",0,"['DET', 'NOUN', 'NOUN', 'ADP']",[],0,0,4,1
US2925A,1843-01-20 00:00:00,Razor hone or ,"['Razor', 'hone', 'or']","[('Razor', 'NNP'), ('hone', 'NN'), ('or', 'CC')]",1,"['NOUN', 'NOUN', 'CCONJ']",['PRODUCT'],0,0,3,1
