patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US1401176A,1921-12-27,Arthur c,"['PROPN', 'AUX']",['PERSON'],1,1,2
US1401192A,1919-04-25,Chuck,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1401207A,1920-02-18,Chuck,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1401208A,1920-12-08,Ridge construction for skylights and the like,"['NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'INTJ', 'SPACE']",['PERSON'],0,1,8
US1401227A,1920-10-21,Lingerie-strap retainer,"['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1401262A,1920-01-14,Jig for drilling valve-cages,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'SPACE']",['PERSON'],1,1,7
US1401268A,1920-09-10,Matzo-breaker,"['PROPN', 'PUNCT', 'NOUN', 'SPACE']",['PERSON'],1,1,4
US1401299A,1917-11-10,Meter,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1401312A,1920-12-27,Chuck,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1401315A,1913-06-11,Meter,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1401322A,1921-12-27,davidson,['NOUN'],['PERSON'],0,1,1
US1401332A,1920-01-14,Harrow,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1401367A,1921-12-27,Max schafer,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1401392A,1920-07-17,Baker's oven,"['PROPN', 'PART', 'ADJ', 'SPACE']",['PERSON'],1,1,4
US1401413A,1917-04-03,Beet-harvesting machine,"['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1401425A,1920-04-05,Hose-nozzle,"['PROPN', 'PUNCT', 'NOUN', 'SPACE']",['PERSON'],1,1,4
US1401705A,1920-12-27,Cap-spinning frame,"['ADJ', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1401728A,1921-12-27,Edward j,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US1401770A,1921-11-04,"Clasp for documents, &c","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'SPACE']",['PERSON'],1,1,7
US1401823A,1921-04-11,Baker's oven,"['PROPN', 'PART', 'ADJ', 'SPACE']",['PERSON'],1,1,4
US1401863A,1919-11-12,Garnett machine,"['ADJ', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1401868A,1921-12-27,Frederick w,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US1401888A,1921-12-27,A cob-pobatioh os hew jebsey,"['DET', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,7
US1401891A,1921-12-27,Charles duncan,"['PROPN', 'VERB']",['PERSON'],1,1,2
US1401904A,1921-12-27,Alvah k,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1401921A,1916-12-30,Glass-feeding apparatus,"['PROPN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1401922A,1917-10-22,Glass-working,"['PROPN', 'PUNCT', 'VERB', 'SPACE']",['PERSON'],1,1,4
US1402025A,1916-12-18,Frequency meter,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1402085A,1922-01-03,Hiztohixo nakayama and keijibo adachi,"['PROPN', 'NOUN', 'CCONJ', 'PROPN', 'PROPN']","['ORG', 'PERSON']",1,1,5
US1402088A,1922-01-03,Aladar pacz,"['NOUN', 'NOUN']",['PERSON'],0,1,2
US1402231A,1920-07-20,Bung for barrels,"['PROPN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],1,1,4
US1402301A,1922-01-03,Tawdeze kear drive j,"['PROPN', 'NOUN', 'VERB', 'NOUN']",['PERSON'],1,1,4
US1402444A,1922-01-03,Buckstay and method of fabricating same,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ']",['PERSON'],1,1,6
US1402457A,1922-01-03,John a,"['PROPN', 'PRON']",['PERSON'],1,1,2
US1402513A,1920-09-11,Cigar band,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1402586A,1920-06-24,Harrow attachment,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1402590A,1920-05-15,Harrow,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1402635A,1921-05-12,Dispensing and display device,"['NOUN', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1402642A,1920-06-14,Clasp for corsets,"['NOUN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],0,1,4
US1402751A,1922-01-10,Thomas a,"['PROPN', 'PRON']",['PERSON'],1,1,2
US1402763A,1922-01-10,Assighoe,['PROPN'],['PERSON'],1,1,1
US1402835A,1922-01-10,Arthur bywater,"['PROPN', 'VERB']",['PERSON'],1,1,2
US1402961A,1921-01-19,Glass cutter,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403007A,1917-08-04,Dispensing cabinet,"['VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1403034A,1919-11-17,Lineman's blanket,"['PROPN', 'PART', 'NOUN', 'SPACE']",['PERSON'],1,1,4
US1403046A,1920-09-15,Cigar-packing device,"['NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1403047A,1920-09-15,Cigar-packing device,"['NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1403112A,1918-01-07,Dustproof vacuum-cleaner bag,"['PROPN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",['PERSON'],1,1,6
US1403149A,1919-02-12,Chuck for stationary vertical drilling machines,"['PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,7
US1403159A,1916-06-20,Torpedo supporting and launching mechanism for aircraft,"['PROPN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],1,1,8
US1403228A,1921-04-20,Thermometer,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1403234A,1920-07-24,Windmill,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1403270A,1918-10-03,Antiskid device,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403274A,1917-07-27,Whistle,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1403339A,1920-05-12,Kinetograph movement,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403354A,1920-12-13,Yarn stripper,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403389A,1922-01-10,Thomas p,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1403415A,1922-01-10,X c collet chuck,"['NOUN', 'AUX', 'VERB', 'PROPN']",['PERSON'],1,1,4
US1403433A,1920-09-15,Cotton harvester,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1403534A,1920-09-01,Boiler circulating device,"['NOUN', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,4
US1403592A,1922-01-17,Albert e,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1403621A,1922-01-17,patterson,['PROPN'],['PERSON'],1,1,1
US1403661A,1921-01-04,Robe and the like,"['PROPN', 'CCONJ', 'DET', 'INTJ', 'SPACE']",['PERSON'],1,1,5
US1403690A,1920-08-19,Jack for motor cycles,"['PROPN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1403695A,1921-02-05,Fertilizer distributor,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403735A,1922-01-17,Stephen h,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1403752A,1920-11-24,Glass and method of making the same,"['NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'SPACE']",['PERSON'],0,1,8
US1403833A,1922-01-17,John h,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1403851A,1918-06-05,Jack truck,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403865A,1921-04-20,Embalmer's operating stand,"['NOUN', 'PART', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1403889A,1918-04-20,Glass front for searchlights,"['NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1403893A,1921-02-03,"Jack for removing pinions, etc., from shafts","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT', 'ADP', 'PROPN', 'SPACE']",['PERSON'],1,1,11
US1403915A,1920-06-29,Acetylene-lamp burner tip,"['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PROPN', 'SPACE']",['PERSON'],1,1,6
US1403929A,1920-11-05,Beet harvester,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1403982A,1920-09-25,Antiskid device,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1403990A,1922-01-17,George turner and emile atjgtjste fotjrneatjx,"['PROPN', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,6
US1404005A,1922-01-17,berman,['PROPN'],['PERSON'],1,1,1
US1404052A,1920-06-24,Runner attachment for motor vehicles,"['NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,6
US1404062A,1919-01-14,Altimeter,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1404212A,1922-01-24,martin,['PROPN'],['PERSON'],1,1,1
US1404233A,1919-12-26,And john harris,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US1404262A,1922-01-24,balderston,['PROPN'],['PERSON'],1,1,1
US1404263A,1921-01-06,Motometer lock,"['ADJ', 'VERB', 'SPACE']",['PERSON'],0,1,3
US1404323A,1920-05-27,Fuse holder,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1404326A,1922-01-24,Fbiedbich paul schmidt,"['PROPN', 'PROPN', 'VERB']",['PERSON'],1,1,3
US1404328A,1922-01-24,Joseph h,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1404394A,1921-02-28,Scaffold,"['NOUN', 'SPACE']",['PERSON'],0,1,2
US1404405A,1920-12-04,Lunch kit,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1404408A,1921-01-28,Nonreturn valve,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1404423A,1922-01-24,barrett,['PROPN'],['PERSON'],1,1,1
US1404478A,1921-03-22,Tailor's work holder,"['PROPN', 'PART', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1404481A,1921-07-02,Oiler,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1404524A,1919-12-16,Antiskid device for vehicle wheels,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,6
US1404616A,1921-06-23,Cap,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1404654A,1920-11-17,Wrist pin,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1404664A,1921-11-17,Trolley wheel,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1404715A,1920-08-04,Windmill,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1404852A,1918-11-16,Switch box,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1404862A,1920-05-12,Electric-motor-driven jack,"['ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,7
US1404895A,1920-09-23,Cap for hose connections,"['PROPN', 'ADP', 'PROPN', 'NOUN', 'SPACE']","['PERSON', 'PERSON']",1,1,5
US1404900A,1918-02-04,Trolley hanger,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1404945A,1920-11-03,Carton for playing cards,"['NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1404980A,1920-08-07,Berth lamp,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1405051A,1921-01-29,Antiskid device for vehicle wheels,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,6
US1405074A,1921-03-29,Trolley wheel,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1405086A,1919-10-25,Ridge-leveling implement,"['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1405099A,1920-05-13,Dispensing faucet,"['VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1405137A,1922-01-31,kuehne,['PROPN'],['PERSON'],1,1,1
US1405164A,1919-10-02,Hose support,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1405195A,1922-01-31,John h,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1405262A,1922-01-31,Herman r,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1405294A,1921-06-24,Torpedo guard,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1405349A,1920-08-19,Roller jack,"['PROPN', 'PROPN', 'SPACE']",['PERSON'],1,1,3
US1405367A,1921-03-07,Cotton chopper,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1405430A,1920-04-15,Gear drive for traction wheels and jack shafts,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'SPACE']",['PERSON'],1,1,9
US1405446A,1922-02-07,Jttlitts schbudmh,"['PROPN', 'VERB']",['PERSON'],1,1,2
US1405480A,1919-11-06,Marker for planters,"['NOUN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],0,1,4
US1405508A,1921-01-13,Cartridge magazine,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1405533A,1917-04-19,Fuse device,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1405576A,1922-02-07,Samuel fbiedman and max ohlbatjm,"['PROPN', 'NOUN', 'CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,5
US1405642A,1922-02-07,Herbert vanderbeek,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1405672A,1920-05-21,Antiskid device,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1405684A,1922-02-07,Adolph f,"['PROPN', 'X']",['PERSON'],1,1,2
US1405875A,1920-07-06,Shoemaker's jack,"['PROPN', 'PART', 'NOUN', 'SPACE']","['ORG', 'PERSON']",1,1,4
US1405889A,1921-02-17,Spar,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1405921A,1919-02-26,Drill chuck,"['PROPN', 'VERB', 'SPACE']",['PERSON'],1,1,3
US1406017A,1921-03-22,Sucker rod,"['PROPN', 'VERB', 'SPACE']",['PERSON'],1,1,3
US1406030A,1922-02-07,John f,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US1406032A,1921-05-18,Plier wrench,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1406104A,1921-03-16,Printer's slug and rule,"['PROPN', 'PART', 'ADJ', 'CCONJ', 'NOUN', 'SPACE']",['PERSON'],1,1,6
US1406242A,1921-06-27,Hose clamp,"['PROPN', 'VERB', 'SPACE']",['PERSON'],1,1,3
US1406251A,1918-09-26,"Detachable-aircraft-propeller, hur","['ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'SPACE']",['PERSON'],1,1,8
US1406304A,1920-06-14,Bin front,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1406341A,1920-09-27,Windshimld wiper,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1406359A,1921-03-10,Miner's electric safety lamp,"['PROPN', 'PART', 'ADJ', 'NOUN', 'PROPN', 'SPACE']",['PERSON'],1,1,6
US1406403A,1920-12-03,Antiskid device for automobiles,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1406443A,1921-11-12,Hose clamp,"['PROPN', 'VERB', 'SPACE']",['PERSON'],1,1,3
US1406451A,1921-02-12,Chuck,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1406522A,1920-12-20,Bake tin,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1406541A,1921-10-04,Label,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1406548A,1917-05-09,Searchlight,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1406559A,1920-12-30,Cotton cleaner and separator,"['NOUN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1406682A,1920-12-30,Meter,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1406688A,1921-10-11,Jeweler's clutch,"['PROPN', 'PART', 'NOUN', 'SPACE']",['PERSON'],1,1,4
US1406775A,1920-02-11,Mesograph,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1406844A,1921-03-25,Torpedo for blasting purposes,"['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1406881A,1921-04-08,Jack,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1406954A,1918-08-06,Cartridge-belt container,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1407036A,1922-02-21,Glass plate manufacture,"['NOUN', 'NOUN', 'NOUN']",['PERSON'],0,1,3
US1407082A,1920-09-23,Hose supporter,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1407141A,1920-05-03,Acetylene lamp,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1407142A,1922-02-21,William j,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1407161A,1922-02-21,William klocke,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1407189A,1919-09-20,Salt harvester,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1407192A,1920-06-02,Continuous kiln,"['ADJ', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1407200A,1921-05-26,Hose supporter,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1407213A,1918-06-07,Collet chuck,"['VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1407257A,1922-02-21,Albert e,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1407291A,1921-04-15,Strap-end-attaching device,"['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,7
US1407298A,1921-03-17,Antiskid device and tire protector,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,6
US1407373A,1921-02-26,Windmill,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1407521A,1922-02-21,Jkobbis ehbidch ahd louis ehhxiich,"['ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,5
US1407529A,1921-04-09,Antiskid device,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1407568A,1922-02-21,Victor w,"['NOUN', 'PROPN']",['PERSON'],1,1,2
US1407583A,1921-06-22,Hose clamp,"['PROPN', 'VERB', 'SPACE']",['PERSON'],1,1,3
US1407598A,1922-02-21,robert harvey branb,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3
US1407635A,1920-12-27,Harrow and harrow attachment for tractors,"['PROPN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",['PERSON'],1,1,7
US1407654A,1920-03-01,Well drill jack,"['INTJ', 'VERB', 'PROPN', 'SPACE']",['PERSON'],1,1,4
US1407683A,1922-02-21,Scraper,['NOUN'],['PERSON'],0,1,1
US1407711A,1917-12-17,Antiskid device,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1407720A,1922-02-28,Bill file or article holder,"['NOUN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN']",['PERSON'],0,1,5
US1407736A,1919-04-18,Glass-cutting mechanism,"['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1407744A,1921-07-28,Fish trap,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1407760A,1918-12-12,Collet chuck,"['VERB', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1407771A,1918-03-01,Vulcanizer,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1407861A,1922-02-28,Bat trap,"['NOUN', 'VERB']",['PERSON'],0,1,2
US1408054A,1921-08-05,Bin,"['NOUN', 'SPACE']",['PERSON'],0,1,2
US1408093A,1920-12-21,Workbox for domestic use,"['NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1408100A,1922-02-28,Frederick a,"['PROPN', 'PRON']",['PERSON'],1,1,2
US1408127A,1921-01-12,Bottle capper,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1408145A,1920-12-16,Glass,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1408197A,1918-07-11,Handpiece for dental instruments,"['NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1408264A,1922-02-28,Frederick a,"['PROPN', 'PRON']",['PERSON'],1,1,2
US1408288A,1922-02-28,Jacob grimm,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1408320A,1922-02-28,Chables weizmann and david alliston legg,"['NOUN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,6
US1408346A,1922-02-28,Joseph d,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US1408350A,1913-08-08,Maurice denis,"['PROPN', 'VERB']",['PERSON'],1,1,2
US1408354A,1921-10-11,Bottle capper,"['NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,3
US1408360A,1918-05-08,Baker's oven,"['PROPN', 'PART', 'ADJ', 'SPACE']",['PERSON'],1,1,4
US1408404A,1920-03-29,Moistener for hot-air flues for hot-air furnaces,"['NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,12
US1408435A,1919-07-10,Miner's blasting battery,"['PROPN', 'PART', 'VERB', 'NOUN', 'SPACE']",['PERSON'],1,1,5
US1408492A,1920-09-27,Coat collar,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1408507A,1921-12-13,Hose clamp,"['PROPN', 'VERB', 'SPACE']",['PERSON'],1,1,3
US1408525A,1922-03-07,William r,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US1408530A,1921-02-07,Rod coupling,"['PROPN', 'NOUN', 'SPACE']",['PERSON'],1,1,3
US1408594A,1920-11-06,Chuck,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1408683A,1919-04-21,Truss,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1408691A,1919-01-07,Dirt shield for rock drills,"['NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],0,1,6
US1408751A,1921-02-03,Bottle case or container,"['NOUN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",['PERSON'],0,1,5
US1408752A,1921-01-10,Carton formed of fibrous material such as pasteboard,"['PROPN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'SPACE']",['PERSON'],1,1,9
US1408800A,1920-05-19,Carpenter's square and bevel,"['PROPN', 'PART', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",['PERSON'],1,1,6
US1408905A,1920-12-17,Windmill,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US1408959A,1921-02-08,Cap for pneumatic-tire valves,"['PROPN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['PERSON'],1,1,7
US1408973A,1922-03-07,John e,"['PROPN', 'PROPN']",['PERSON'],1,1,2
