patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US1191653A,1914-07-08,Weft binding and severing device for looms.,"['ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",[],0,0,9,0,1
US1191857A,1914-03-17,Per-diem car-record account cabinet and cards.,"['ADP', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",[],0,0,12,0,1
US1193109A,1916-08-01,And abcheb e,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1193193A,1916-08-01,And one-sixth to claude c,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'PART', 'VERB', 'NOUN']",['CARDINAL'],0,0,7,0,1
US1193221A,1916-08-01,And one-third to batten,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'PART', 'NOUN']",['CARDINAL'],0,0,6,0,1
US1193335A,1916-08-01,of hew yobk,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1193661A,1916-08-08,And geosge t,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1193773A,1916-08-08,And abnold,"['CCONJ', 'VERB']",[],0,0,2,0,1
US1193892A,1916-08-08,And cleophes e,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1194112A,1916-08-08,And dork e,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1194219A,1916-08-08,And geoeoke b,"['CCONJ', 'VERB', 'X']",[],0,0,3,0,1
US1194296A,1916-08-08,And hugh mcnally,"['CCONJ', 'NOUN', 'ADV']",[],0,0,3,0,1
US1194484A,1916-08-15,And ebward c,"['CCONJ', 'VERB', 'AUX']",[],0,0,3,0,1
US1194569A,1916-08-15,And one-fifth to j,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN']",['CARDINAL'],0,0,6,0,1
US1194917A,1916-08-15,of port dover,"['ADP', 'NOUN', 'NOUN']",['GPE'],0,0,3,0,1
US1194918A,1916-08-15,of port dover,"['ADP', 'NOUN', 'NOUN']",['GPE'],0,0,3,0,1
US1194961A,1916-08-15,of walsall,"['ADP', 'NOUN']",[],0,0,2,0,1
US1195018A,1916-08-15,And proves,"['CCONJ', 'VERB']",[],0,0,2,0,1
US1195178A,1916-08-22,of new yobk,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1195242A,1916-08-22,And quenching apparatus,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1195285A,1916-08-22,For motoe-vehicles,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US1195672A,1916-08-22,of leeds,"['ADP', 'NOUN']",[],0,0,2,0,1
US1195678A,1916-08-22,Of new yosk,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1195688A,1916-08-22,Of hoboken,"['ADP', 'ADJ']",[],0,0,2,0,1
US1195736A,1916-08-22,of sayville,"['ADP', 'NOUN']",[],0,0,2,0,1
US1195972A,1916-08-29,Of endicott,"['ADP', 'NOUN']",[],0,0,2,0,1
US1195990A,1916-08-29,By augusta hunten,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1196074A,1916-08-29,of austin,"['ADP', 'NOUN']",[],0,0,2,0,1
US1196181A,1916-08-29,And apparatus for watermarking paper,"['CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],0,0,5,0,1
