patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US2460318A,1946-11-02,Weft replenishing pick and pick loom,"['ADP', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN']",[],0,0,7,"['weft', 'replenishing', 'pick', 'and', 'pick', 'loom']",0,1
US2460465A,1947-02-17,Inside sidehead chip breaker,"['ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,5,"['inside', 'sidehead', 'chip', 'breaker']",0,1
US2461586A,1946-03-07,Up-twister,"['ADP', 'PUNCT', 'NOUN']",[],0,0,4,['up-twister'],0,1
US2461950A,1949-02-15,or x-amino quinazolines,"['CCONJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN']",[],0,0,5,"['or', 'x-amino', 'quinazolines']",0,1
US2462786A,1946-08-16,Pacifier,['ADP'],[],0,0,2,['pacifier'],0,1
US2462830A,1946-08-31,Fungicide comprising 1-methoxy-4-chlorobutene-2,"['ADP', 'VERB', 'NUM', 'PUNCT', 'SPACE', 'PUNCT', 'SPACE']",['CARDINAL'],0,0,8,"['fungicide', 'comprising', '1-methoxy-4-chlorobutene-2']",0,1
US2468356A,1947-04-14,On-or-off electric switch,"['ADP', 'PUNCT', 'CCONJ', 'PUNCT', 'ADP', 'ADJ', 'NOUN']",[],0,0,8,"['on-or-off', 'electric', 'switch']",0,1
US2470152A,1949-05-17,Inside flue stop,"['ADP', 'NOUN', 'VERB']",[],0,0,3,"['inside', 'flue', 'stop']",0,1
US2470254A,1946-05-21,Inside thread caliper,"['ADP', 'NOUN', 'ADV']",[],0,0,4,"['inside', 'thread', 'caliper']",0,1
US2470794A,1943-12-20,In-line fluid pump,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'VERB']",[],0,0,6,"['in-line', 'fluid', 'pump']",0,1
US2473661A,1949-06-21,Of model railroad switches,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,4,"['of', 'model', 'railroad', 'switches']",0,1
US2476643A,1944-07-01,By-pass system for cooling fans,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],0,0,8,"['by-pass', 'system', 'for', 'cooling', 'fans']",0,1
US2477357A,1946-03-26,Weft laying needle mechanism for axminster looms,"['ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB']",[],0,0,8,"['weft', 'laying', 'needle', 'mechanism', 'for', 'axminster', 'looms']",0,1
US2481425A,1946-04-29,Under pick motion for looms,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,6,"['under', 'pick', 'motion', 'for', 'looms']",0,1
US2482409A,1947-09-09,Through conduit gate valve,"['ADP', 'NOUN', 'NOUN', 'VERB']",[],0,0,5,"['through', 'conduit', 'gate', 'valve']",0,1
US2483215A,1944-12-29,Inside delivery scatter feed stoker,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['inside', 'delivery', 'scatter', 'feed', 'stoker']",0,1
US2483757A,1949-10-04,denisoff,['ADP'],[],0,0,2,['denisoff'],0,1
US2484052A,1946-08-03,Amplifier hearing aid,"['ADP', 'NOUN', 'NOUN']",['PERSON'],0,1,4,"['amplifier', 'hearing', 'aid']",0,1
US2486321A,1948-10-14,Ampoule,['ADP'],[],0,0,2,['ampoule'],0,1
US2487200A,1946-07-16,Tampon,['ADP'],[],0,0,2,['tampon'],0,1
US2488062A,1947-02-05,Under-the-counter rack,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,7,"['under-the-counter', 'rack']",0,1
US2489516A,1947-09-19,Down grain saver for harvester reels,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,7,"['down', 'grain', 'saver', 'for', 'harvester', 'reels']",0,1
US2490126A,1949-12-06,Telefacsimile phasing arrangement,"['ADP', 'VERB', 'NOUN']",[],0,0,3,"['telefacsimile', 'phasing', 'arrangement']",0,1
US2492655A,1948-05-20,Inside seal and reinforcement for slide fastener closures,"['ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,9,"['inside', 'seal', 'and', 'reinforcement', 'for', 'slide', 'fastener', 'closures']",0,1
US2493114A,1948-03-11,Weft detecting shuttle,"['ADP', 'VERB', 'NOUN']",['ORG'],0,0,4,"['weft', 'detecting', 'shuttle']",0,1
US2494193A,1947-06-30,Inside pipe cutter,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,"['inside', 'pipe', 'cutter']",0,1
US2494657A,1944-03-11,Amplifier coupling network,"['ADP', 'NOUN', 'NOUN']",['PERSON'],0,1,4,"['amplifier', 'coupling', 'network']",0,1
US2495194A,1948-10-13,Through bolt commutator,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,"['through', 'bolt', 'commutator']",0,1
US2496655A,1947-01-20,Inside caliper,"['ADP', 'ADJ']",[],0,0,3,"['inside', 'caliper']",0,1
US2499414A,1947-04-15,Tampon,['ADP'],[],0,0,2,['tampon'],0,1
US2418516A,1944-06-06,Amplifier,['ADP'],['PERSON'],0,1,2,['amplifier'],0,1
US2454045A,1945-05-16,Amplifier,['ADP'],['PERSON'],0,1,2,['amplifier'],0,1
