patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US500434A,1893-06-27,Tenths to julia h,"['NOUN', 'ADP', 'PROPN', 'X']",['DATE'],1,0,4,"['tenths', 'to', 'julia', 'h']",0,0,{'h'},1
US500496A,1893-06-27,Fan n ing mill,"['PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,5,"['fan', 'n', 'ing-mill']",0,0,{'n'},1
US500562A,1893-07-04,Agraffe for pianos,"['PROPN', 'ADP', 'NOUN']",['GPE'],1,0,3,"['agraffe', 'for', 'pianos']",0,0,{'agraffe'},1
US500662A,1893-07-04,William steamach lockhart,"['PROPN', 'NOUN', 'ADJ']",['PERSON'],1,1,3,"['william', 'steamach', 'lockhart']",0,0,{'steamach'},1
US500695A,1893-07-04,Chauncey burdett trumble,"['PROPN', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['chauncey', 'burdett', 'trumble']",0,0,"{'trumble', 'chauncey', 'burdett'}",1
US500713A,1893-07-04,kasteng ren,"['PROPN', 'PUNCT', 'PROPN']",['ORG'],1,0,3,['kasteng-ren'],0,0,{'kasteng'},1
US500740A,1893-07-04,Administratrix of luke,"['PROPN', 'ADP', 'PROPN']",[],1,0,3,"['administratrix', 'of', 'luke']",0,0,{'administratrix'},1
US500758A,1893-07-04,Ouard rodenbach mkrgaert,"['PROPN', 'ADJ', 'NOUN']",['ORG'],1,0,3,"['ouard', 'rodenbach', 'mkrgaert']",0,0,"{'ouard', 'mkrgaert', 'rodenbach'}",1
US500761A,1893-07-04,Arthur george green and thomas atkinson,"['PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,6,"['arthur', 'george', 'green', 'and', 'thomas', 'atkinson']",0,0,{'atkinson'},1
US500762A,1893-07-04,Arthur george green and thomas atkinson lawson,"['PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,7,"['arthur', 'george', 'green', 'and', 'thomas', 'atkinson', 'lawson']",0,0,"{'lawson', 'atkinson'}",1
US500769A,1893-07-04,Ernst august jahncke,"['PROPN', 'PROPN', 'PROPN']",['DATE'],1,0,3,"['ernst', 'august', 'jahncke']",0,0,{'jahncke'},1
US500779A,1893-07-04,Half to isaac l,"['NOUN', 'ADP', 'PROPN', 'PROPN']",['CARDINAL'],1,0,4,"['half', 'to', 'isaac', 'l']",0,0,{'l'},1
US500781A,1893-07-04,Johan victor svenson,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,"['johan', 'victor', 'svenson']",0,0,{'svenson'},1
US500782A,1893-07-04,szczeniof sei,"['PROPN', 'PROPN']",[],1,0,3,"['szczeniof', 'sei']",0,0,{'szczeniof'},1
US500783A,1893-07-04,John osbobn tonkin,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['john', 'osbobn', 'tonkin']",0,0,"{'tonkin', 'osbobn'}",1
US500786A,1893-07-04,Carl otto volz,"['ADJ', 'ADJ', 'PROPN']",['PERSON'],1,1,3,"['carl', 'otto', 'volz']",0,0,{'volz'},1
US500835A,1893-07-04,James aitchison and thomas bradley,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,5,"['james', 'aitchison', 'and', 'thomas', 'bradley']",0,0,{'aitchison'},1
US500852A,1893-07-04,Jacquard mechanism for looms,"['PROPN', 'NOUN', 'ADP', 'NOUN']",['PERSON'],1,1,4,"['jacquard', 'mechanism', 'for', 'looms']",0,0,{'jacquard'},1
US500888A,1893-07-04,Albert marvin grubbs,"['PROPN', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['albert', 'marvin', 'grubbs']",0,0,{'grubbs'},1
US500940A,1893-07-04,Zenas leonard palmer,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,"['zenas', 'leonard', 'palmer']",0,0,{'zenas'},1
US501006A,1893-07-04,Invalid bedstead,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['invalid-bedstead'],0,0,{'bedstead'},1
US501036A,1893-07-04,D wight allen,"['PROPN', 'VERB', 'NOUN']",[],1,0,3,"['d', 'wight', 'allen']",0,0,{'d'},1
US501115A,1893-07-11,Thirds to william j,"['NOUN', 'PART', 'PROPN', 'PROPN']",[],1,0,4,"['thirds', 'to', 'william', 'j']",0,0,{'j'},1
US501116A,1893-07-11,Half to james b,"['NOUN', 'ADP', 'PROPN', 'PROPN']","['CARDINAL', 'PERSON']",1,1,4,"['half', 'to', 'james', 'b']",0,0,{'b'},1
US501162A,1893-07-11,Ferdinand alfred reichardt,"['PROPN', 'ADJ', 'NOUN']",['PERSON'],1,1,3,"['ferdinand', 'alfred', 'reichardt']",0,0,{'reichardt'},1
US501178A,1893-07-11,Feangois fernand bourdil,"['PROPN', 'NOUN', 'PUNCT', 'NOUN']",['GPE'],1,0,4,"['feangois', 'fernand-bourdil']",0,0,"{'fernand', 'feangois', 'bourdil'}",1
US501218A,1893-07-11,George eddison stead,"['PROPN', 'PROPN', 'VERB']",[],1,0,3,"['george', 'eddison', 'stead']",0,0,{'eddison'},1
US501219A,1893-07-11,Johann thomas carl stech,"['PROPN', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,4,"['johann', 'thomas', 'carl', 'stech']",0,0,{'stech'},1
US501221A,1893-07-11,Hermann heinrich wagener,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3,"['hermann', 'heinrich', 'wagener']",0,0,{'wagener'},1
US501222A,1893-07-11,Paul charles dame and leon prud hon,"['PROPN', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,7,"['paul', 'charles', 'dame', 'and', 'leon', 'prud', 'hon']",0,0,{'prud'},1
US501226A,1893-07-11,Alexander wilford hall,"['PROPN', 'NOUN', 'PROPN']",['PERSON'],1,1,3,"['alexander', 'wilford', 'hall']",0,0,{'wilford'},1
US501235A,1893-07-11,Signor to dr,"['NOUN', 'ADP', 'PROPN']",[],1,0,3,"['signor', 'to', 'dr']",0,0,{'dr'},1
US501295A,1893-07-11,Lady s hat fastener,"['PROPN', 'PART', 'NOUN', 'PUNCT', 'NOUN']",['PERSON'],1,1,5,"['lady', 's', 'hat-fastener']",0,0,{'s'},1
US501327A,1893-07-11,Wolf ci ioen,"['PROPN', 'NOUN', 'PUNCT', 'NOUN']",['PERSON'],1,1,4,"['wolf', 'ci-ioen']",0,0,{'ioen'},1
US501371A,1893-07-11,Tobacco mo istener,"['PROPN', 'PUNCT', 'PROPN', 'NOUN']",[],1,0,4,"['tobacco-mo', 'istener']",0,0,{'istener'},1
US501384A,1893-07-11,John sen thomson,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['john', 'sen', 'thomson']",0,0,{'thomson'},1
US501404A,1893-07-11,Machine for cutting concavo convex wooden dishes,"['NOUN', 'ADP', 'VERB', 'PROPN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN']",[],1,0,8,"['machine', 'for', 'cutting', 'concavo-convex', 'wooden', 'dishes']",0,0,{'concavo'},1
US501410A,1893-07-11,Half to samuel n,"['NOUN', 'ADP', 'PROPN', 'ADV']",['CARDINAL'],1,0,4,"['half', 'to', 'samuel', 'n']",0,0,{'n'},1
US501418A,1893-07-11,Franz guilleaume and ewald goltstein,"['PROPN', 'NOUN', 'CCONJ', 'PROPN', 'PROPN']",['ORG'],1,0,5,"['franz', 'guilleaume', 'and', 'ewald', 'goltstein']",0,0,"{'ewald', 'goltstein', 'guilleaume'}",1
US501439A,1893-07-11,Plumber s hook,"['PROPN', 'PART', 'NOUN']",[],1,0,3,"['plumber', 's', 'hook']",0,0,{'s'},1
US501484A,1893-07-11,Plumber s hook,"['PROPN', 'PART', 'NOUN']",[],1,0,3,"['plumber', 's', 'hook']",0,0,{'s'},1
US501509A,1893-07-18,Roofer s seaming tongs,"['PROPN', 'PART', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,5,"['roofer', 's', 'seaming-tongs']",0,0,"{'seaming', 's'}",1
US501510A,1893-07-18,Camera tripod hxad,"['NOUN', 'PUNCT', 'NOUN', 'PROPN']",[],1,0,4,"['camera-tripod', 'hxad']",0,0,{'hxad'},1
US501560A,1893-07-18,John cooper and thomas pattinson,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,5,"['john', 'cooper', 'and', 'thomas', 'pattinson']",0,0,{'pattinson'},1
US501566A,1893-07-18,Hubert henry grenfell,"['PROPN', 'PROPN', 'PROPN']",[],1,0,3,"['hubert', 'henry', 'grenfell']",0,0,{'grenfell'},1
US501581A,1893-07-18,Fourths to john mcclure,"['NOUN', 'ADP', 'PROPN', 'VERB']",[],1,0,4,"['fourths', 'to', 'john', 'mcclure']",0,0,{'fourths'},1
US501588A,1893-07-18,Emile henri geenet,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,"['emile', 'henri', 'geenet']",0,0,{'geenet'},1
US501678A,1893-07-18,Thomas piearhely dahill,"['PROPN', 'ADV', 'VERB']",['PERSON'],1,1,3,"['thomas', 'piearhely', 'dahill']",0,0,"{'dahill', 'piearhely'}",1
US501710A,1893-07-18,Hermann gay and fidelio finke,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,5,"['hermann', 'gay', 'and', 'fidelio', 'finke']",0,0,"{'fidelio', 'finke'}",1
US501722A,1893-07-18,Sandim box foe cabs,"['PROPN', 'NOUN', 'NOUN', 'NOUN']","['PERSON', 'PERSON']",1,1,4,"['sandim', 'box', 'foe', 'cabs']",0,0,{'sandim'},1
US501758A,1893-07-18,Holdee foe electeic aeo lamps,"['PROPN', 'VERB', 'ADJ', 'NOUN', 'NOUN']",[],1,0,5,"['holdee', 'foe', 'electeic', 'aeo', 'lamps']",0,0,"{'electeic', 'aeo', 'holdee'}",1
US501768A,1893-07-18,John thomas dempster,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['john', 'thomas', 'dempster']",0,0,{'dempster'},1
US501778A,1893-07-18,Apparatus for carbureting air,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['apparatus', 'for', 'carbureting', 'air']",0,0,{'carbureting'},1
US501782A,1893-07-18,Velocipede saddle,"['PROPN', 'PUNCT', 'NOUN']",['GPE'],1,0,3,['velocipede-saddle'],0,0,{'velocipede'},1
US501803A,1893-07-18,Wilhelm robert htjhlmann,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['wilhelm', 'robert', 'htjhlmann']",0,0,{'htjhlmann'},1
US501815A,1893-07-18,James aitchison and thomas bradley,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,5,"['james', 'aitchison', 'and', 'thomas', 'bradley']",0,0,{'aitchison'},1
US501830A,1893-07-18,Hermann carl gros,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['hermann', 'carl', 'gros']",0,0,{'gros'},1
US501897A,1893-07-18,Half to henry d,"['NOUN', 'PART', 'VERB', 'PROPN']",['PERSON'],1,1,4,"['half', 'to', 'henry', 'd']",0,0,{'d'},1
US501971A,1893-07-25,Method ofand machinery for making twine,"['PROPN', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],1,0,6,"['method', 'ofand', 'machinery', 'for', 'making', 'twine']",0,0,{'ofand'},1
US501978A,1893-07-25,Shank stiffener,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['shank-stiffener'],0,0,{'stiffener'},1
US501989A,1893-07-25,Mandrel for combined railway chairs and fish plates,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,9,"['mandrel', 'for', 'combined', 'railway', 'chairs', 'and', 'fish-plates']",0,0,{'mandrel'},1
US502006A,1893-07-25,Alexander ludwig heinrich messmer,"['PROPN', 'NOUN', 'NOUN', 'NOUN']",['PERSON'],1,1,4,"['alexander', 'ludwig', 'heinrich', 'messmer']",0,0,{'messmer'},1
US502013A,1893-07-25,Alexandre de pont and silvius de pont,"['PROPN', 'X', 'NOUN', 'CCONJ', 'PROPN', 'X', 'NOUN']",['PERSON'],1,1,7,"['alexandre', 'de', 'pont', 'and', 'silvius', 'de', 'pont']",0,0,"{'pont', 'alexandre', 'silvius'}",1
US502014A,1893-07-25,Apparatus for kefinim sttgar,"['PROPN', 'ADP', 'PROPN', 'NOUN']",[],1,0,4,"['apparatus', 'for', 'kefinim', 'sttgar']",0,0,"{'kefinim', 'sttgar'}",1
US502015A,1893-07-25,Louis edme achille prangey,"['PROPN', 'NOUN', 'PROPN', 'PROPN']",['GPE'],1,0,4,"['louis', 'edme', 'achille', 'prangey']",0,0,"{'achille', 'edme', 'prangey'}",1
US502026A,1893-07-25,Article of jeweley oe plate,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN']",[],1,0,5,"['article', 'of', 'jeweley', 'oe', 'plate']",0,0,{'jeweley'},1
US502030A,1893-07-25,William edwaed caddell,"['PROPN', 'NOUN', 'VERB']",['PERSON'],1,1,3,"['william', 'edwaed', 'caddell']",0,0,"{'edwaed', 'caddell'}",1
US502064A,1893-07-25,Robert royon beard,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3,"['robert', 'royon', 'beard']",0,0,{'royon'},1
US502094A,1893-07-25,John thomas hailwood,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['john', 'thomas', 'hailwood']",0,0,{'hailwood'},1
US502101A,1893-07-25,Augustus le plongeon,"['PROPN', 'AUX', 'VERB']",[],1,0,3,"['augustus', 'le', 'plongeon']",0,0,{'plongeon'},1
US502109A,1893-07-25,Oscar ehrenfried wollert,"['PROPN', 'VERB', 'ADJ']",['PERSON'],1,1,3,"['oscar', 'ehrenfried', 'wollert']",0,0,"{'ehrenfried', 'wollert'}",1
US502171A,1893-07-25,Half to john h,"['NOUN', 'ADP', 'PROPN', 'PROPN']","['CARDINAL', 'PERSON']",1,1,4,"['half', 'to', 'john', 'h']",0,0,{'h'},1
US502178A,1893-07-25,William hale driggs,"['PROPN', 'ADJ', 'PROPN']",['PERSON'],1,1,3,"['william', 'hale', 'driggs']",0,0,{'driggs'},1
US502181A,1893-07-25,Charles james fauvel,"['PROPN', 'PROPN', 'VERB']",[],1,0,3,"['charles', 'james', 'fauvel']",0,0,{'fauvel'},1
US502205A,1893-07-25,John danford ripson,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['john', 'danford', 'ripson']",0,0,"{'ripson', 'danford'}",1
US502211A,1893-07-25,Apparatus for reducing bituminous rock,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN']",[],1,0,5,"['apparatus', 'for', 'reducing', 'bituminous', 'rock']",0,0,{'bituminous'},1
US502218A,1893-07-25,Penman s rest,"['PROPN', 'PART', 'NOUN']",['PERSON'],1,1,3,"['penman', 's', 'rest']",0,0,"{'s', 'penman'}",1
US502226A,1893-07-25,Workman s time recorder,"['PROPN', 'PART', 'NOUN', 'NOUN']",[],1,0,4,"['workman', 's', 'time', 'recorder']",0,0,{'s'},1
US502332A,1893-08-01,henri trf preau,"['PROPN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,4,"['henri', 'trf-preau']",0,0,"{'preau', 'trf'}",1
US502368A,1893-08-01,Richard laucii and carl krekeler,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,5,"['richard', 'laucii', 'and', 'carl', 'krekeler']",0,0,"{'krekeler', 'laucii'}",1
US502369A,1893-08-01,Richard laugh and carl krekeler,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,5,"['richard', 'laugh', 'and', 'carl', 'krekeler']",0,0,{'krekeler'},1
US502408A,1893-08-01,Apparatus for aerating distilled water,"['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN']",[],1,0,5,"['apparatus', 'for', 'aerating', 'distilled', 'water']",0,0,{'aerating'},1
US502416A,1893-08-01,Apparatus for reducing and softening bituminous rock,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'ADJ', 'NOUN']",[],1,0,7,"['apparatus', 'for', 'reducing', 'and', 'softening', 'bituminous', 'rock']",0,0,{'bituminous'},1
US502435A,1893-08-01,George peck gunn,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3,"['george', 'peck', 'gunn']",0,0,{'gunn'},1
US502444A,1893-08-01,Daniel mcfarlan moore,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['daniel', 'mcfarlan', 'moore']",0,0,{'mcfarlan'},1
US502463A,1893-08-01,Fabric holder for embroi deri ng m ach in es,"['NOUN', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'ADP']",['PERSON'],1,1,12,"['fabric-holder', 'for', 'embroi', 'deri', 'ng-m', 'ach', 'in', 'es']",0,0,"{'ng', 'm', 'deri', 'embroi'}",1
US502521A,1893-08-01,George de laval,"['PROPN', 'X', 'NOUN']",['PERSON'],1,1,3,"['george', 'de', 'laval']",0,0,{'laval'},1
US502530A,1893-08-01,Electkio bail way teolley ease,"['NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN']",[],1,0,5,"['electkio', 'bail', 'way', 'teolley', 'ease']",0,0,"{'electkio', 'teolley'}",1
US502575A,1893-08-01,Appabatus foe printing presses,"['PROPN', 'VERB', 'NOUN', 'NOUN']",[],1,0,4,"['appabatus', 'foe', 'printing', 'presses']",0,0,{'appabatus'},1
US502593A,1893-08-01,Furnace for heating chaii,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['furnace', 'for', 'heating', 'chaii']",0,0,{'chaii'},1
US502604A,1893-08-01,Broadcast seed sower,"['PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,4,"['broadcast', 'seed-sower']",0,0,{'sower'},1
US502643A,1893-08-01,Charles theryc and alfred oblasser,"['PROPN', 'VERB', 'CCONJ', 'ADJ', 'NOUN']",[],1,0,5,"['charles', 'theryc', 'and', 'alfred', 'oblasser']",0,0,"{'oblasser', 'theryc'}",1
US502653A,1893-08-01,Louis anatole briere,"['PROPN', 'NOUN', 'VERB']",[],1,0,3,"['louis', 'anatole', 'briere']",0,0,"{'briere', 'anatole'}",1
US502656A,1893-08-01,Method of and machine for doweling,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB']",[],1,0,6,"['method', 'of', 'and', 'machine', 'for', 'doweling']",0,0,{'doweling'},1
US502682A,1893-08-01,Wili ielm von siemens,"['NOUN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN']",[],1,0,5,"['wili-ielm', 'von', 'siemens']",0,0,"{'ielm', 'wili', 'siemens'}",1
US502694A,1893-08-08,Trator of frederick henry smith,"['PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,5,"['trator', 'of', 'frederick', 'henry', 'smith']",0,0,{'trator'},1
US502720A,1893-08-08,Elzie bland hazel,"['PROPN', 'ADJ', 'NOUN']",[],1,0,3,"['elzie', 'bland', 'hazel']",0,0,{'elzie'},1
US502757A,1893-08-08,Half to henry l,"['NOUN', 'PART', 'VERB', 'PROPN']","['CARDINAL', 'PERSON']",1,1,4,"['half', 'to', 'henry', 'l']",0,0,{'l'},1
US502792A,1893-08-08,Jacob caspar vollmar,"['PROPN', 'NOUN', 'PROPN']",['ORG'],1,0,3,"['jacob', 'caspar', 'vollmar']",0,0,"{'caspar', 'vollmar'}",1
US502802A,1893-08-08,Richard morriss woodhead,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['richard', 'morriss', 'woodhead']",0,0,"{'woodhead', 'morriss'}",1
US502821A,1893-08-08,Sub wat fob eleoteio railway oonductoes,"['PROPN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN']",[],1,0,6,"['sub', 'wat', 'fob', 'eleoteio', 'railway', 'oonductoes']",0,0,"{'eleoteio', 'oonductoes'}",1
US502837A,1893-08-08,Herbert akroyd stuart,"['PROPN', 'ADV', 'ADJ']",['PERSON'],1,1,3,"['herbert', 'akroyd', 'stuart']",0,0,{'akroyd'},1
US502859A,1893-08-08,Egbert ashton lister and mikael pedersen,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'NOUN']",['PRODUCT'],1,0,6,"['egbert', 'ashton', 'lister', 'and', 'mikael', 'pedersen']",0,0,"{'egbert', 'pedersen'}",1
US502917A,1893-08-08,Repeating mechanism for tim epieces,"['VERB', 'NOUN', 'ADP', 'PROPN', 'NOUN']",[],1,0,5,"['repeating', 'mechanism', 'for', 'tim', 'epieces']",0,0,{'epieces'},1
US502946A,1893-08-08,Miner s squib,"['PROPN', 'PART', 'VERB']",[],1,0,3,"['miner', 's', 'squib']",0,0,{'s'},1
US502972A,1893-08-08,X c calhoun l,"['NOUN', 'PROPN', 'PROPN', 'PROPN']",[],1,0,4,"['x', 'c', 'calhoun', 'l']",0,0,"{'c', 'l', 'x', 'calhoun'}",1
US503038A,1893-08-08,Michael von dolivo dobrowolsky,"['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']",['PERSON'],1,1,5,"['michael', 'von', 'dolivo-dobrowolsky']",0,0,"{'dolivo', 'dobrowolsky'}",1
US503051A,1893-08-08,Half to thomas j,"['NOUN', 'PART', 'PROPN', 'PROPN']",['CARDINAL'],1,0,4,"['half', 'to', 'thomas', 'j']",0,0,{'j'},1
US503137A,1893-08-15,William john hamill,"['PROPN', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['william', 'john', 'hamill']",0,0,{'hamill'},1
US503164A,1893-08-15,Mariner s compass,"['PROPN', 'PART', 'NOUN']",['ORG'],1,0,3,"['mariner', 's', 'compass']",0,0,{'s'},1
US503193A,1893-08-15,Douglas b,"['PROPN', 'PUNCT', 'PROPN']",['ORG'],1,0,3,['douglas-b'],0,0,{'b'},1
US503199A,1893-08-15,Half to charles k,"['NOUN', 'PART', 'VERB', 'PROPN']",['PERSON'],1,1,4,"['half', 'to', 'charles', 'k']",0,0,{'k'},1
US503228A,1893-08-15,Michael mary brophy,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['michael', 'mary', 'brophy']",0,0,{'brophy'},1
US503304A,1893-08-15,Friedrici i andrjj,"['PROPN', 'PUNCT', 'PROPN', 'VERB']",[],1,0,4,"['friedrici-i', 'andrjj']",0,0,"{'andrjj', 'friedrici'}",1
US503379A,1893-08-15,Half to william j,"['NOUN', 'PART', 'PROPN', 'PROPN']",['CARDINAL'],1,0,4,"['half', 'to', 'william', 'j']",0,0,{'j'},1
US503398A,1893-08-15,Daniel conrade bateman,"['PROPN', 'PROPN', 'NOUN']",[],1,0,3,"['daniel', 'conrade', 'bateman']",0,0,"{'bateman', 'conrade'}",1
US503400A,1893-08-15,Frederick james biggs,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['frederick', 'james', 'biggs']",0,0,{'biggs'},1
US503403A,1893-08-15,Half to kirkbride johnson,"['NOUN', 'PART', 'VERB', 'PROPN']","['CARDINAL', 'PERSON']",1,1,4,"['half', 'to', 'kirkbride', 'johnson']",0,0,{'kirkbride'},1
US503445A,1893-08-15,Method of winding coils for dynamo electric armatures,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'NOUN']",[],1,0,9,"['method', 'of', 'winding', 'coils', 'for', 'dynamo-electric', 'armatures']",0,0,{'armatures'},1
