patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1966386A,1932-08-13,Method and means of transposing signals from one code to another,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET']",[],1,0,12,"['method', 'and', 'means', 'of', 'transposing', 'signals', 'from', 'one', 'code', 'to', 'another']",1
US1967399A,1934-07-24,Method for the production of,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['method', 'for', 'the', 'production', 'of']",1
US1968024A,1930-11-03,Method of treating vegetable tanning agents or composition therefor,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,10,"['method', 'of', 'treating', 'vegetable', 'tanning', 'agents', 'or', 'composition', 'therefor']",1
US1968354A,1928-11-10,Meter cut-out,"['PROPN', 'VERB', 'PUNCT', 'ADP']",['PERSON'],1,1,5,"['meter', 'cut-out']",1
US1968426A,1931-03-16,Shingle unit and roof built therefrom,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",['ORG'],1,0,7,"['shingle', 'unit', 'and', 'roof', 'built', 'therefrom']",1
US1970308A,1933-04-05,Method of canning salmon and product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,9,"['method', 'of', 'canning', 'salmon', 'and', 'product', 'resulting', 'therefrom']",1
US1970633A,1932-07-22,Process of manufacturing woven web material and the product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADP']",[],1,0,12,"['process', 'of', 'manufacturing', 'woven', 'web', 'material', 'and', 'the', 'product', 'resulting', 'therefrom']",1
US1970662A,1930-08-15,Azo dyestuff insoluble in water and fiber dyed therewith,"['PROPN', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",['PERSON'],1,1,10,"['azo', 'dyestuff', 'insoluble', 'in', 'water', 'and', 'fiber', 'dyed', 'therewith']",1
US1971855A,1930-08-12,Method of purifying sulphur dioxide bearing gases and manufacturing sulphur trioxide therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'ADP']",[],1,0,13,"['method', 'of', 'purifying', 'sulphur', 'dioxide', 'bearing', 'gases', 'and', 'manufacturing', 'sulphur', 'trioxide', 'therefrom']",1
US1974831A,1932-07-27,Utensil cover and releasing means therefor,"['PROPN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",['GPE'],1,0,7,"['utensil', 'cover', 'and', 'releasing', 'means', 'therefor']",1
US1974854A,1931-12-21,"Process for producing shoeblackings, polishing-waxes, and such like","['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'ADP']",[],1,0,13,"['process', 'for', 'producing', 'shoeblackings,', 'polishing-waxes,', 'and', 'such', 'like']",1
US1975670A,1929-11-29,Process of manufacturing leather and products used in connection therewith,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP']",[],1,0,11,"['process', 'of', 'manufacturing', 'leather', 'and', 'products', 'used', 'in', 'connection', 'therewith']",1
US1975671A,1929-11-29,Process of manufacturing leather and product used in connection therewith,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP']",[],1,0,11,"['process', 'of', 'manufacturing', 'leather', 'and', 'product', 'used', 'in', 'connection', 'therewith']",1
US1976731A,1931-02-21,Process of oxidizing aldose sugars and products resulting therefrom,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,10,"['process', 'of', 'oxidizing', 'aldose', 'sugars', 'and', 'products', 'resulting', 'therefrom']",1
US1977646A,1933-09-13,Method of etching planographic plates and composition therefor,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,9,"['method', 'of', 'etching', 'planographic', 'plates', 'and', 'composition', 'therefor']",1
US1978868A,1928-12-12,"Treatment of gutta percha, balata, and like thermoplastic natural and artificial products and the manufacture of molded articles therefrom","['NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,22,"['treatment', 'of', 'gutta', 'percha,', 'balata,', 'and', 'like', 'thermoplastic', 'natural', 'and', 'artificial', 'products', 'and', 'the', 'manufacture', 'of', 'molded', 'articles', 'therefrom']",1
US1979856A,1932-04-07,Condenser assembly jig,"['PROPN', 'NOUN', 'ADP']",[],1,0,4,"['condenser', 'assembly', 'jig']",1
US1979936A,1930-07-01,Method of coating and the product resulting therefrom,"['PROPN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADP']",[],1,0,9,"['method', 'of', 'coating', 'and', 'the', 'product', 'resulting', 'therefrom']",1
US1980621A,1934-04-26,Sanitary sandal,"['PROPN', 'ADP']",[],1,0,3,"['sanitary', 'sandal']",1
US1981645A,1932-08-27,Dry cleaning apparatus and method of utilizing filter aid in connection therewith,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,13,"['dry', 'cleaning', 'apparatus', 'and', 'method', 'of', 'utilizing', 'filter', 'aid', 'in', 'connection', 'therewith']",1
US1984171A,1932-10-20,Compressor unloader,"['PROPN', 'ADP']",[],1,0,3,"['compressor', 'unloader']",1
US1986597A,1931-02-25,Series coupled amplifier,"['PROPN', 'VERB', 'ADP']",[],1,0,4,"['series', 'coupled', 'amplifier']",1
US1988453A,1930-09-08,Blank and box made therefrom,"['PROPN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,6,"['blank', 'and', 'box', 'made', 'therefrom']",1
US1989209A,1933-11-02,Method of treating fabrics and composition therefor,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,8,"['method', 'of', 'treating', 'fabrics', 'and', 'composition', 'therefor']",1
US1989383A,1931-08-27,Method of treating seafood and the product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADP']",[],1,0,10,"['method', 'of', 'treating', 'seafood', 'and', 'the', 'product', 'resulting', 'therefrom']",1
US1989762A,1932-08-11,Compressor unloader,"['PROPN', 'ADP']",[],1,0,3,"['compressor', 'unloader']",1
US1990664A,1935-02-12,Process fob the production of,"['PROPN', 'VERB', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['process', 'fob', 'the', 'production', 'of']",1
US1991349A,1932-02-08,Gear drive and indicating means therefor,"['PROPN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,7,"['gear', 'drive', 'and', 'indicating', 'means', 'therefor']",1
US1991843A,1935-02-19,Process of making benzene from,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['process', 'of', 'making', 'benzene', 'from']",1
US1992684A,1935-02-26,Apparatus fob the evaporation of,"['PROPN', 'VERB', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['apparatus', 'fob', 'the', 'evaporation', 'of']",1
US1993831A,1933-07-28,Apparatus for producing surfaces of revolution eccentric to one another,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NUM', 'DET']",[],1,0,11,"['apparatus', 'for', 'producing', 'surfaces', 'of', 'revolution', 'eccentric', 'to', 'one', 'another']",1
US1993934A,1930-09-04,Apparatus for production of coke and recovery of by-products therefrom,"['PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADP', 'PUNCT', 'NOUN', 'ADP']",[],1,0,13,"['apparatus', 'for', 'production', 'of', 'coke', 'and', 'recovery', 'of', 'by-products', 'therefrom']",1
US1994732A,1932-10-14,Aldol condensation product and vulcanization of caoutchouc therewith,"['NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'ADP']",['PERSON'],1,1,9,"['aldol', 'condensation', 'product', 'and', 'vulcanization', 'of', 'caoutchouc', 'therewith']",1
US1995178A,1934-01-17,Vacuum tube electrode,"['PROPN', 'NOUN', 'ADP']",[],1,0,4,"['vacuum', 'tube', 'electrode']",1
US1995932A,1932-09-02,Water-insoluble mono-azo-dyestuffs and fiber dyed therewith,"['NOUN', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,13,"['water-insoluble', 'mono-azo-dyestuffs', 'and', 'fiber', 'dyed', 'therewith']",1
US1995933A,1932-09-09,Water-insoluble mono-azo-dyestuffs and fiber dyed therewith,"['NOUN', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,13,"['water-insoluble', 'mono-azo-dyestuffs', 'and', 'fiber', 'dyed', 'therewith']",1
US1996185A,1929-10-14,Process of producing carbides and making acetylene therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,9,"['process', 'of', 'producing', 'carbides', 'and', 'making', 'acetylene', 'therefrom']",1
US1997769A,1932-10-08,Method of printing and article resulting therefrom,"['PROPN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,8,"['method', 'of', 'printing', 'and', 'article', 'resulting', 'therefrom']",1
US1999318A,1928-11-28,Electron discharge amplifier,"['PROPN', 'NOUN', 'ADP']",[],1,0,4,"['electron', 'discharge', 'amplifier']",1
US1999552A,1928-05-18,Method and apparatus for feeding tape and projecting images therefrom,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,11,"['method', 'and', 'apparatus', 'for', 'feeding', 'tape', 'and', 'projecting', 'images', 'therefrom']",1
US1900354A,1933-03-07,Means fob supporting a sep abating hoppeb as,"['VERB', 'AUX', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP']",[],0,0,8,"['means', 'fob', 'supporting', 'a', 'sep', 'abating', 'hoppeb', 'as']",1
US1901018A,1932-02-19,Treatment of magnetic alloys and products resulting therefrom,"['NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],0,0,9,"['treatment', 'of', 'magnetic', 'alloys', 'and', 'products', 'resulting', 'therefrom']",1
US1901558A,1930-07-22,Cascade amplifier,"['NOUN', 'ADP']",[],0,0,3,"['cascade', 'amplifier']",1
US1902348A,1930-11-29,Checker brick and checker work formed therefrom,"['ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADP']",['ORG'],0,0,8,"['checker', 'brick', 'and', 'checker', 'work', 'formed', 'therefrom']",1
US1902900A,1930-10-24,Electrical phonograph pick-up,"['ADJ', 'NOUN', 'VERB', 'PUNCT', 'ADP']",[],0,0,6,"['electrical', 'phonograph', 'pick-up']",1
US1903542A,1931-02-12,Audion amplifier,"['NOUN', 'ADP']",[],0,0,3,"['audion', 'amplifier']",1
US1903636A,1929-01-25,Production of solid calcium nitrate,"['NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP']",[],0,0,6,"['production', 'of', 'solid', 'calcium', 'nitrate']",1
US1904185A,1927-02-17,Low frequency amplifier,"['ADJ', 'NOUN', 'ADP']",[],0,0,4,"['low', 'frequency', 'amplifier']",1
US1904805A,1928-02-27,Electrical lead-in,"['ADJ', 'NOUN', 'PUNCT', 'ADP']",[],0,0,5,"['electrical', 'lead-in']",1
US1904819A,1933-04-18,A corporatiolf of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'corporatiolf', 'of']",1
US1905532A,1929-08-15,Fungicide,['ADP'],[],0,0,2,['fungicide'],1
US1905826A,1928-04-21,High frequency amplifier,"['ADJ', 'NOUN', 'ADP']",[],0,0,4,"['high', 'frequency', 'amplifier']",1
US1906440A,1931-11-27,Process for the manufacture of phosphorus pentachloride,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],0,0,8,"['process', 'for', 'the', 'manufacture', 'of', 'phosphorus', 'pentachloride']",1
US1906615A,1928-04-21,Electric pick-up,"['ADJ', 'NOUN', 'PUNCT', 'ADP']",[],0,0,5,"['electric', 'pick-up']",1
US1907476A,1932-11-19,Protective shield for use in applying eyelash make-up,"['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'ADP']",[],0,0,11,"['protective', 'shield', 'for', 'use', 'in', 'applying', 'eyelash', 'make-up']",1
