patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US163A,1837-04-17 00:00:00,Revolving  hand rake for hay and gbain,"['PROPN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN']",[],1,0,8,"['revolving-', 'hand-rake', 'for', 'hay', 'and', 'gbain']",0,0,{'gbain'},1
US165A,1837-04-17 00:00:00,Mode of propelling boats ost castals or rivers,"['PROPN', 'ADP', 'VERB', 'NOUN', 'X', 'NOUN', 'CCONJ', 'NOUN']",[],1,0,8,"['mode', 'of', 'propelling', 'boats', 'ost', 'castals', 'or', 'rivers']",0,0,{'castals'},1
US179A,1837-04-25 00:00:00,Xg eoivietrical t trtansxfxerabl e ivi ivieasurer for iveeasur ing and draftxing,"['ADJ', 'PUNCT', 'ADJ', 'PROPN', 'ADJ', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'VERB']",[],1,0,15,"['xg-eoivietrical', 't', 'trtansxfxerabl-e', 'ivi', 'ivieasurer', 'for', 'iveeasur-ing', 'and', 'draftxing']",0,0,"{'xg', 'trtansxfxerabl', 'ivi', 'ivieasurer', 't', 'iveeasur', 'eoivietrical', 'draftxing'}",1
US181A,1837-04-25 00:00:00,Bodkin fob inserting corset or other grooved rings into cloth or canvas,"['PROPN', 'ADV', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN']",['PERSON'],1,1,12,"['bodkin', 'fob', 'inserting', 'corset', 'or', 'other', 'grooved', 'rings', 'into', 'cloth', 'or', 'canvas']",0,0,{'bodkin'},1
US189A,1837-05-08 00:00:00,Turkabout bob railroads,"['NOUN', 'PROPN', 'NOUN']",[],1,0,3,"['turkabout', 'bob', 'railroads']",0,0,{'turkabout'},1
US216A,1837-05-30 00:00:00,Improvement in many cham b ered cylin der flre arms,"['NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'SYM', 'VERB', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,13,"['improvement', 'in', 'many-cham', 'b', 'ered-cylin', 'der', 'flre-arms']",0,0,"{'cylin', 'flre', 'b'}",1
US219A,1837-06-03 00:00:00,Mode of dipping or charging locofoco matches,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'NOUN']",[],1,0,7,"['mode', 'of', 'dipping', 'or', 'charging', 'locofoco', 'matches']",0,0,{'locofoco'},1
US258A,1837-07-05 00:00:00,"Improvement in the machine for spreading lime, ashes, marl, plaster","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN']",['GPE'],1,0,13,"['improvement', 'in', 'the', 'machine', 'for', 'spreading', 'lime,', 'ashes,', 'marl,', 'plaster']",0,0,"{'marl,', 'lime,', 'ashes,'}",1
US277A,1837-07-17 00:00:00,Levi rice and danl,"['PROPN', 'NOUN', 'CCONJ', 'NOUN']",[],1,0,4,"['levi', 'rice', 'and', 'danl']",0,0,{'danl'},1
US326A,1837-07-31 00:00:00,Mode of constrtjctiire paddle wheels fob,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'VERB']",[],1,0,7,"['mode', 'of', 'constrtjctiire', 'paddle-wheels', 'fob']",0,0,{'constrtjctiire'},1
US339A,1837-07-31 00:00:00,Mode of constructing the wheels of locomotives for asceniding inclined,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'VERB']",[],1,0,10,"['mode', 'of', 'constructing', 'the', 'wheels', 'of', 'locomotives', 'for', 'asceniding', 'inclined']",0,0,{'asceniding'},1
US344A,1837-05-30 00:00:00,Composition of matter to be used as a substitute for gum senegal in calico printing,"['NOUN', 'ADP', 'NOUN', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'VERB']",[],1,0,17,"['composition', 'of', 'matter', 'to', 'be', 'used', 'as', 'a', 'substitute', 'for', 'gum-senegal', 'in', 'calico-printing']",0,0,{'senegal'},1
US360A,1837-08-18 00:00:00,Mode of cohstkuctiitg paddle wheels foe,"['PROPN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'VERB']",[],1,0,7,"['mode', 'of', 'cohstkuctiitg', 'paddle-wheels', 'foe']",0,0,{'cohstkuctiitg'},1
US378A,1837-09-08 00:00:00,Ho t aijr strcjve,"['PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN']",[],1,0,5,"['ho', 't-aijr', 'strcjve']",0,0,"{'strcjve', 'aijr', 't'}",1
US381A,1837-09-12 00:00:00,Samuel nicolsonj of bo,"['PROPN', 'NOUN', 'ADP', 'PROPN']",[],1,0,4,"['samuel', 'nicolsonj', 'of', 'bo']",0,0,{'nicolsonj'},1
US388A,1837-09-21 00:00:00,Pantaloon measurer,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['pantaloon-measurer'],0,0,"{'pantaloon', 'measurer'}",1
US391A,1837-09-21 00:00:00,John knowles and robt,"['PROPN', 'VERB', 'CCONJ', 'NOUN']",['PERSON'],1,1,4,"['john', 'knowles', 'and', 'robt']",0,0,{'robt'},1
US394A,1837-09-21 00:00:00,Mode of regulating the temperature of inkiwg rollers and ink used,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB']",[],1,0,12,"['mode', 'of', 'regulating', 'the', 'temperature', 'of', 'inkiwg-rollers', 'and', 'ink', 'used']",0,0,{'inkiwg'},1
US397A,1837-09-25 00:00:00,Machinerf os mills foe,"['PROPN', 'PROPN', 'NOUN', 'VERB']",['PERSON'],1,1,4,"['machinerf', 'os', 'mills', 'foe']",0,0,{'machinerf'},1
US430A,1837-10-18 00:00:00,Peter henry dreybr,"['PROPN', 'PROPN', 'PROPN']",[],1,0,3,"['peter', 'henry', 'dreybr']",0,0,{'dreybr'},1
US434A,1837-10-20 00:00:00,Method of attaching glass kbtobs to metallic sockets,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],1,0,8,"['method', 'of', 'attaching', 'glass', 'kbtobs', 'to', 'metallic', 'sockets']",0,0,{'kbtobs'},1
US448A,1837-10-28 00:00:00,Mode of constructing hubs eor the wheels of carriages,"['PROPN', 'ADP', 'VERB', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADP', 'NOUN']",[],1,0,9,"['mode', 'of', 'constructing', 'hubs', 'eor', 'the', 'wheels', 'of', 'carriages']",0,0,{'eor'},1
US453A,1837-11-04 00:00:00,Mode of constructing the gages oe machines eob,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'PROPN', 'NOUN', 'VERB']",[],1,0,8,"['mode', 'of', 'constructing', 'the', 'gages', 'oe', 'machines', 'eob']",0,0,"{'gages', 'eob'}",1
US488A,1837-11-25 00:00:00,Apparatus fob bobing the hubs of wheels,"['PROPN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,"['apparatus', 'fob', 'bobing', 'the', 'hubs', 'of', 'wheels']",0,0,{'bobing'},1
US496A,1837-12-01 00:00:00,Mode of com stbuctiire sawmills fob sawing timber,"['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'INTJ', 'VERB', 'NOUN']",[],1,0,9,"['mode', 'of', 'com-stbuctiire', 'sawmills', 'fob', 'sawing', 'timber']",0,0,"{'stbuctiire', 'sawmills'}",1
US506A,1837-12-07 00:00:00,Doou sps,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,3,['doou-sps'],0,0,"{'sps', 'doou'}",1
US514A,1837-12-15 00:00:00,Cccktstrtrctxchsr of boot trees,"['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",['PERSON'],1,1,5,"['cccktstrtrctxchsr', 'of', 'boot-trees']",0,0,{'cccktstrtrctxchsr'},1
US521A,1837-12-20 00:00:00,Spark catcher eor arresting awd extinguishing sparks,"['NOUN', 'PUNCT', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'NOUN']",['ORG'],1,0,8,"['spark-catcher', 'eor', 'arresting', 'awd', 'extinguishing', 'sparks']",0,0,"{'eor', 'awd'}",1
US545A,1837-12-29 00:00:00,Method of making fastenings for saddle bags,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,8,"['method', 'of', 'making', 'fastenings', 'for', 'saddle-bags']",0,0,{'fastenings'},1
US569A,1838-01-09 00:00:00,Caruiag e spiiln g,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",['PERSON'],1,1,6,"['caruiag-e-spiiln', 'g']",0,0,"{'spiiln', 'caruiag', 'g'}",1
US583A,1838-01-27 00:00:00,Hviprovement in horizontal windmills,"['PROPN', 'ADP', 'ADJ', 'NOUN']",[],1,0,4,"['hviprovement', 'in', 'horizontal', 'windmills']",0,0,{'hviprovement'},1
US595A,1838-02-06 00:00:00,X e elijah fairman,"['NOUN', 'PROPN', 'PROPN', 'PROPN']",[],1,0,4,"['x', 'e', 'elijah', 'fairman']",0,0,"{'fairman', 'x'}",1
US598A,1838-02-10 00:00:00,"Improvement in machines for spreading lime, marl","['NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'PROPN']",['GPE'],1,0,8,"['improvement', 'in', 'machines', 'for', 'spreading', 'lime,', 'marl']",0,0,"{'marl', 'lime,'}",1
US605A,1838-02-15 00:00:00,Method of mx,"['PROPN', 'ADP', 'PROPN']",[],1,0,3,"['method', 'of', 'mx']",0,0,{'mx'},1
US606A,1838-02-15 00:00:00,Method of fastening bedsteads,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['method', 'of', 'fastening', 'bedsteads']",0,0,{'bedsteads'},1
US617A,1838-02-22 00:00:00,Mode of operating the treadles in power looms,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,9,"['mode', 'of', 'operating', 'the', 'treadles', 'in', 'power-looms']",0,0,{'treadles'},1
US618A,1838-02-24 00:00:00,Spabk abeestittg flue fob locomotives,"['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'NOUN']",[],1,0,6,"['spabk-abeestittg', 'flue', 'fob', 'locomotives']",0,0,"{'abeestittg', 'spabk'}",1
US621A,1838-03-03 00:00:00,Trap eor catching rats and other animals,"['PROPN', 'PROPN', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN']",[],1,0,7,"['trap', 'eor', 'catching', 'rats', 'and', 'other', 'animals']",0,0,{'eor'},1
US663A,1838-03-28 00:00:00,Machine for conveying stkaw prom threshing machines,"['NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,8,"['machine', 'for', 'conveying', 'stkaw', 'prom', 'threshing-machines']",0,0,{'stkaw'},1
US670A,1838-04-02 00:00:00,"Improved mode of forming raised surfaces for printing on paper, calico","['ADJ', 'NOUN', 'ADP', 'VERB', 'VERB', 'NOUN', 'ADP', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PROPN']",[],1,0,12,"['improved', 'mode', 'of', 'forming', 'raised', 'surfaces', 'for', 'printing', 'on', 'paper,', 'calico']",0,0,"{'paper,'}",1
US674A,1838-04-05 00:00:00,Draft box eob steam engines,"['PROPN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,7,"['draft-box', 'eob', 'steam-engines']",0,0,{'eob'},1
US700A,1838-04-21 00:00:00,Photo litho,"['NOUN', 'PUNCT', 'PROPN']",[],1,0,3,['photo-litho'],0,0,{'litho'},1
US705A,1838-04-24 00:00:00,Workingf bellows bt steam,"['PROPN', 'VERB', 'PROPN', 'PROPN']",[],1,0,4,"['workingf', 'bellows', 'bt', 'steam']",0,0,"{'workingf', 'bt'}",1
US709A,1838-04-25 00:00:00,Gate fob flumes of watekr wheels,"['PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,7,"['gate', 'fob', 'flumes', 'of', 'watekr-wheels']",0,0,"{'flumes', 'watekr'}",1
US733A,1838-05-10 00:00:00,Machxbte fob hulling clover seed,"['PROPN', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6,"['machxbte', 'fob', 'hulling', 'clover-seed']",0,0,"{'machxbte', 'hulling'}",1
US741A,1838-05-17 00:00:00,"Improved process for gilding copper,, brass","['ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN']",[],1,0,8,"['improved', 'process', 'for', 'gilding', 'copper,,', 'brass']",0,0,"{'copper,,'}",1
US748A,1838-05-25 00:00:00,Lit ho sraphefi,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['lit', 'ho', 'sraphefi']",0,0,{'sraphefi'},1
US765A,1838-06-04 00:00:00,Mode of making and stretching the sacking op bedsteads,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'VERB', 'NOUN', 'VERB']",[],1,0,9,"['mode', 'of', 'making', 'and', 'stretching', 'the', 'sacking', 'op', 'bedsteads']",0,0,{'bedsteads'},1
US780A,1838-06-12 00:00:00,Mode of fastening bedsteads,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['mode', 'of', 'fastening', 'bedsteads']",0,0,{'bedsteads'},1
US803A,1838-06-23 00:00:00,Smith s forge,"['PROPN', 'PART', 'NOUN']",['GPE'],1,0,3,"['smith', 's', 'forge']",0,0,{'s'},1
US827A,1838-07-09 00:00:00,Machine fob stbetchlncr hobse collabs,"['NOUN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']",['ORG'],1,0,6,"['machine', 'fob', 'stbetchlncr', 'hobse-collabs']",0,0,"{'hobse', 'stbetchlncr', 'collabs'}",1
US832A,1838-07-12 00:00:00,Improvement in m any cham bered cyli nder fire arms,"['NOUN', 'ADP', 'PROPN', 'DET', 'PUNCT', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,13,"['improvement', 'in', 'm', 'any-cham', 'bered-cyli', 'nder', 'fire-arms']",0,0,"{'bered', 'cyli', 'm'}",1
US835A,1838-07-12 00:00:00,X i i i x,"['NOUN', 'PRON', 'PRON', 'PROPN', 'PUNCT']",[],1,0,5,"['x', 'i', 'i', 'i', 'x']",0,0,{'x'},1
US854A,1838-07-26 00:00:00,Iixvi lx n,"['PROPN', 'PUNCT', 'NOUN', 'ADV']",[],1,0,4,"['iixvi-lx', 'n']",0,0,"{'iixvi', 'lx', 'n'}",1
US871A,1838-08-03 00:00:00,Mode of protectinc notes,"['PROPN', 'ADP', 'PROPN', 'NOUN']",[],1,0,4,"['mode', 'of', 'protectinc', 'notes']",0,0,{'protectinc'},1
US877A,1838-08-06 00:00:00,Improved mode of preserving timber by boiljng the same in lime water,"['ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'PROPN', 'DET', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",['PERSON'],1,1,13,"['improved', 'mode', 'of', 'preserving', 'timber', 'by', 'boiljng', 'the', 'same', 'in', 'lime-water']",0,0,{'boiljng'},1
US882A,1838-08-13 00:00:00,Method of attaching awls to their hafts,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'PRON', 'NOUN']",[],1,0,7,"['method', 'of', 'attaching', 'awls', 'to', 'their', 'hafts']",0,0,"{'hafts', 'awls'}",1
US883A,1838-08-15 00:00:00,Laura rice adminis,"['PROPN', 'NOUN', 'NOUN']","['PERSON', 'PERSON']",1,1,3,"['laura', 'rice', 'adminis']",0,0,{'adminis'},1
US889A,1838-08-20 00:00:00,Mode of constructing metal bench vises,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,7,"['mode', 'of', 'constructing', 'metal', 'bench-vises']",0,0,{'vises'},1
US911A,1838-09-12 00:00:00,Mode of fastening bedsteabs,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['mode', 'of', 'fastening', 'bedsteabs']",0,0,{'bedsteabs'},1
US925A,1838-09-17 00:00:00,Machine for cleaning wool from burs ant,"['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,7,"['machine', 'for', 'cleaning', 'wool', 'from', 'burs', 'ant']",0,0,{'burs'},1
US929A,1838-09-19 00:00:00,James jamieson cordes,"['PROPN', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['james', 'jamieson', 'cordes']",0,0,"{'cordes', 'jamieson'}",1
US944A,1838-09-25 00:00:00,Photo litho,"['NOUN', 'PUNCT', 'PROPN']",[],1,0,3,['photo-litho'],0,0,{'litho'},1
US958A,1838-10-03 00:00:00,hunt and j,"['PROPN', 'CCONJ', 'NOUN']",[],1,0,3,"['hunt', 'and', 'j']",0,0,{'j'},1
US961A,1838-10-03 00:00:00,Mode of constbircting elliptical spbings fob,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'VERB']",[],1,0,6,"['mode', 'of', 'constbircting', 'elliptical', 'spbings', 'fob']",0,0,"{'constbircting', 'spbings'}",1
US964A,1838-10-05 00:00:00,John david browne,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['john', 'david', 'browne']",0,0,{'browne'},1
US965A,1838-10-05 00:00:00,Machinex f for washing and dressing feathers,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN']",['PERSON'],1,1,7,"['machinex', 'f', 'for', 'washing', 'and', 'dressing', 'feathers']",0,0,"{'f', 'machinex'}",1
US972A,1838-10-08 00:00:00,Machine fob shei,"['NOUN', 'PROPN', 'PROPN']",['ORG'],1,0,3,"['machine', 'fob', 'shei']",0,0,{'shei'},1
US973A,1838-10-08 00:00:00,Aimttlar saw fob,"['PROPN', 'VERB', 'NOUN']",[],1,0,3,"['aimttlar', 'saw', 'fob']",0,0,{'aimttlar'},1
US978A,1838-10-10 00:00:00,Hobse power,"['PROPN', 'PUNCT', 'NOUN']",['ORG'],1,0,3,['hobse-power'],0,0,{'hobse'},1
US981A,1838-10-16 00:00:00,Mode of constbtjcting stoves,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['mode', 'of', 'constbtjcting', 'stoves']",0,0,{'constbtjcting'},1
US985A,1838-10-19 00:00:00,grieb and henry grieb,"['PROPN', 'CCONJ', 'ADJ', 'NOUN']","['ORG', 'PERSON']",1,1,4,"['grieb', 'and', 'henry', 'grieb']",0,0,{'grieb'},1
US990A,1838-10-26 00:00:00,Mode of constructing bedsteads,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,"['mode', 'of', 'constructing', 'bedsteads']",0,0,{'bedsteads'},1
US991A,1838-10-26 00:00:00,H peters,"['NOUN', 'PUNCT', 'PROPN']",[],1,0,3,['h-peters'],0,0,{'h'},1
US1001A,1838-11-09 00:00:00,Open grate fobj burning coai,"['ADJ', 'NOUN', 'PROPN', 'VERB', 'NOUN']",[],1,0,5,"['open', 'grate', 'fobj', 'burning', 'coai']",0,0,"{'coai', 'fobj'}",1
US1046A,1838-12-28 00:00:00,Leonard morse and hervey pettee,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN']",['PERSON'],1,1,5,"['leonard', 'morse', 'and', 'hervey', 'pettee']",0,0,"{'hervey', 'pettee'}",1
US1048A,1838-12-31 00:00:00,Platfokjff balance,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['platfokjff-balance'],0,0,{'platfokjff'},1
US1054A,1838-12-31 00:00:00,Mode oe managing the blast and dbaet oe eitrnaces,"['PROPN', 'ADV', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'PRON', 'NOUN']",[],1,0,9,"['mode', 'oe', 'managing', 'the', 'blast', 'and', 'dbaet', 'oe', 'eitrnaces']",0,0,"{'eitrnaces', 'dbaet'}",1
US1068A,1839-01-11 00:00:00,Fflobe oe manufacturing glass socket lamps,"['PROPN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",['PERSON'],1,1,7,"['fflobe', 'oe', 'manufacturing', 'glass', 'socket-lamps']",0,0,{'fflobe'},1
US1071A,1839-01-21 00:00:00,Mode of constructing liee boats,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6,"['mode', 'of', 'constructing', 'liee-boats']",0,0,{'liee'},1
US1076A,1839-02-08 00:00:00,Mode oe making cast iron wheels fob kailkoad caes,"['PROPN', 'PROPN', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,11,"['mode', 'oe', 'making', 'cast-iron', 'wheels', 'fob', 'kailkoad-caes']",0,0,"{'kailkoad', 'caes'}",1
US1078A,1839-02-09 00:00:00,Mode of raising or inclining the various parts of bedsteads,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN']",[],1,0,10,"['mode', 'of', 'raising', 'or', 'inclining', 'the', 'various', 'parts', 'of', 'bedsteads']",0,0,{'bedsteads'},1
US1092A,1839-02-27 00:00:00,Tailos s shears,"['PROPN', 'PART', 'NOUN']",[],1,0,3,"['tailos', 's', 'shears']",0,0,"{'s', 'tailos'}",1
US1113A,1839-03-30 00:00:00,Tailor s drafting instrument fob,"['PROPN', 'PART', 'NOUN', 'NOUN', 'NOUN']",[],1,0,5,"['tailor', 's', 'drafting', 'instrument', 'fob']",0,0,{'s'},1
US1115A,1839-04-10 00:00:00,Charles button and harrison grey dyar,"['PROPN', 'NOUN', 'CCONJ', 'PROPN', 'ADJ', 'PROPN']",[],1,0,6,"['charles', 'button', 'and', 'harrison', 'grey', 'dyar']",0,0,{'dyar'},1
US1139A,1839-05-03 00:00:00,Mode of making the joints of stone pumps wateb tiokht,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,12,"['mode', 'of', 'making', 'the', 'joints', 'of', 'stone-pumps', 'wateb-tiokht']",0,0,"{'tiokht', 'wateb'}",1
