patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1170A,1839-06-07 00:00:00,Mode of preventing friction and adhesion in the steps ob gudgeons of,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,12,"['mode', 'of', 'preventing', 'friction', 'and', 'adhesion', 'in', 'the', 'steps', 'ob', 'gudgeons', 'of']",1
US1222A,1839-07-08 00:00:00,Brake ob appabatus fob aebesting the motion of carriage-wheels in,"['PROPN', 'NOUN', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,12,"['brake', 'ob', 'appabatus', 'fob', 'aebesting', 'the', 'motion', 'of', 'carriage-wheels', 'in']",1
US1386A,1839-10-31 00:00:00,Drag for removing stones aktd other obstructions from the bottoms of,"['NOUN', 'ADP', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],1,0,11,"['drag', 'for', 'removing', 'stones', 'aktd', 'other', 'obstructions', 'from', 'the', 'bottoms', 'of']",1
US1390A,1839-10-31 00:00:00,Mode of constructing the bearings and oil-boxes for the journals of,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],1,0,13,"['mode', 'of', 'constructing', 'the', 'bearings', 'and', 'oil-boxes', 'for', 'the', 'journals', 'of']",1
US1443A,1839-12-27 00:00:00,Mode of constructing sockets for,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['mode', 'of', 'constructing', 'sockets', 'for']",1
US1512A,1840-03-12 00:00:00,Mode of constructing cabs or carriages for railedabs and also a mode of,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'DET', 'NOUN', 'ADP']",[],1,0,13,"['mode', 'of', 'constructing', 'cabs', 'or', 'carriages', 'for', 'railedabs', 'and', 'also', 'a', 'mode', 'of']",1
US1542A,1840-04-08 00:00:00,Mode of constructing chairs for sustaining and holding the rails for,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP']",[],1,0,11,"['mode', 'of', 'constructing', 'chairs', 'for', 'sustaining', 'and', 'holding', 'the', 'rails', 'for']",1
US1707A,1840-07-31 00:00:00,Mariner s and surveyor s compass for,"['PROPN', 'PART', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'ADP']",['ORG'],1,0,7,"['mariner', 's', 'and', 'surveyor', 's', 'compass', 'for']",1
US1852A,1840-11-10 00:00:00,Manner of constructing and shifting the switches used at turnouts on,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP']",[],1,0,11,"['manner', 'of', 'constructing', 'and', 'shifting', 'the', 'switches', 'used', 'at', 'turnouts', 'on']",1
US1880A,1840-12-05 00:00:00,Mode op iffieasubing the human body eob the dbaeting and ctjttina of,"['PROPN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,12,"['mode', 'op', 'iffieasubing', 'the', 'human', 'body', 'eob', 'the', 'dbaeting', 'and', 'ctjttina', 'of']",1
US1941A,1841-01-23 00:00:00,Method of manufacturing ob,"['PROPN', 'ADP', 'NOUN', 'ADP']",[],1,0,4,"['method', 'of', 'manufacturing', 'ob']",1
US2073A,1841-05-04 00:00:00,Manner of constructing machines for,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['manner', 'of', 'constructing', 'machines', 'for']",1
US2295A,1841-10-11 00:00:00,Manner of actuating a fly-wheel ob,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,8,"['manner', 'of', 'actuating', 'a', 'fly-wheel', 'ob']",1
US2308A,1841-10-11 00:00:00,Method of constructing the flues of elevated ovens to be combined with,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'AUX', 'VERB', 'ADP']",[],1,0,12,"['method', 'of', 'constructing', 'the', 'flues', 'of', 'elevated', 'ovens', 'to', 'be', 'combined', 'with']",1
US2392A,1841-12-14 00:00:00,Method of opening- and closing waste-gates for,"['PROPN', 'ADP', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,9,"['method', 'of', 'opening-', 'and', 'closing', 'waste-gates', 'for']",1
US2444A,1842-02-01 00:00:00,Mode oe stbainiito saws for,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADP']",[],1,0,5,"['mode', 'oe', 'stbainiito', 'saws', 'for']",1
US2472A,1842-02-28 00:00:00,Appaeatus employed in,"['PROPN', 'VERB', 'ADP']",[],1,0,3,"['appaeatus', 'employed', 'in']",1
US2925A,1843-01-20 00:00:00,Razor hone or,"['PROPN', 'NOUN', 'CCONJ']",[],1,0,3,"['razor', 'hone', 'or']",1
US2951A,1843-02-10 00:00:00,norris and w,"['PROPN', 'CCONJ', 'ADP']",[],1,0,3,"['norris', 'and', 'w']",1
US3274A,1843-09-23 00:00:00,Method of coupling the forward axletree of four-wheel carriages with,"['PROPN', 'ADP', 'VERB', 'DET', 'ADV', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'ADP']",['CARDINAL'],1,0,12,"['method', 'of', 'coupling', 'the', 'forward', 'axletree', 'of', 'four-wheel', 'carriages', 'with']",1
US5643A,1848-06-20 00:00:00,Improvement in cardi ng-mach in es,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'ADP']",[],1,0,8,"['improvement', 'in', 'cardi', 'ng-mach', 'in', 'es']",1
US6076A,1849-01-30 00:00:00,Mtjltiple-orrate ftmstace for,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP']",[],1,0,5,"['mtjltiple-orrate', 'ftmstace', 'for']",1
US6104A,1849-02-06 00:00:00,Apparatus for ascertaining by in,"['PROPN', 'ADP', 'VERB', 'ADP', 'ADP']",[],1,0,5,"['apparatus', 'for', 'ascertaining', 'by', 'in']",1
US6922A,1849-12-04 00:00:00,Oamillus kidder administrator of,"['ADJ', 'PROPN', 'NOUN', 'ADP']",['ORG'],1,0,4,"['oamillus', 'kidder', 'administrator', 'of']",1
US7302A,1850-04-23 00:00:00,Subivlebged bogkee e ob,"['ADJ', 'NOUN', 'PROPN', 'ADP']",['PRODUCT'],1,0,4,"['subivlebged', 'bogkee', 'e', 'ob']",1
US7865A,1851-01-01 00:00:00,Improvement in dagu erreotype-pictu re,"['NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'X', 'ADP']",[],1,0,7,"['improvement', 'in', 'dagu', 'erreotype-pictu', 're']",1
US8211A,1851-07-08 00:00:00,Apparatus for punching- designs in,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP']",[],1,0,5,"['apparatus', 'for', 'punching-', 'designs', 'in']",1
US8787A,1852-03-09 00:00:00,Wateb-gage of,"['PROPN', 'PUNCT', 'NOUN', 'ADP']",['PERSON'],1,1,4,"['wateb-gage', 'of']",1
US10814A,1854-04-25,harvie and,"['PROPN', 'CCONJ']",[],1,0,3,"['harvie', 'and']",1
US14208A,1856-02-05,Administratrix of the estate of,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['administratrix', 'of', 'the', 'estate', 'of']",1
US15395A,1856-07-22,Abbaugemektt of means in,"['PROPN', 'ADP', 'NOUN', 'ADP']",[],1,0,4,"['abbaugemektt', 'of', 'means', 'in']",1
US15463A,1856-07-29,Method of operating- gates for,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP']",[],1,0,5,"['method', 'of', 'operating-', 'gates', 'for']",1
US15528A,1856-08-12,Spkotg-ptjlley for,"['PROPN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,4,"['spkotg-ptjlley', 'for']",1
US17095A,1857-04-21,Method of,"['PROPN', 'ADP']",[],1,0,3,"['method', 'of']",1
US17762A,1857-07-07,Mode op operating radial cutters in lathes for,"['PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,8,"['mode', 'op', 'operating', 'radial', 'cutters', 'in', 'lathes', 'for']",1
US18257A,1857-09-22,Improvement in cardi ng-eng in es,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'ADP', 'ADP']",[],1,0,8,"['improvement', 'in', 'cardi', 'ng-eng', 'in', 'es']",1
US19546A,1858-03-09,Billiard-table top or,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ']",[],1,0,5,"['billiard-table', 'top', 'or']",1
US22344A,1858-12-21,John brought on,"['PROPN', 'VERB', 'ADP']",['PERSON'],1,1,3,"['john', 'brought', 'on']",1
US24321A,1859-06-07,Mantjfactttbe of india-bubbeb blankets ob apbons used in the pbinting- of,"['PROPN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP']",['GPE'],1,0,13,"['mantjfactttbe', 'of', 'india-bubbeb', 'blankets', 'ob', 'apbons', 'used', 'in', 'the', 'pbinting-', 'of']",1
US25775A,1859-10-11,Mode of making- cylindrical strips of dough in the manufacture of,"['PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],1,0,11,"['mode', 'of', 'making-', 'cylindrical', 'strips', 'of', 'dough', 'in', 'the', 'manufacture', 'of']",1
US26262A,1859-11-29,Journal-box for,"['PROPN', 'PUNCT', 'NOUN', 'ADP']",['ORG'],1,0,4,"['journal-box', 'for']",1
US26870A,1860-01-17,Method of elevating and delivering water from,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,7,"['method', 'of', 'elevating', 'and', 'delivering', 'water', 'from']",1
US29851A,1860-09-04,Mode of preparing wood for,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['mode', 'of', 'preparing', 'wood', 'for']",1
US31425A,1861-02-12,Improvement in cardi ng-mach in es,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'ADP']",[],1,0,8,"['improvement', 'in', 'cardi', 'ng-mach', 'in', 'es']",1
US32157A,1861-04-23,Apparatus for ascertaining the curvatures of the keels or bottoms of,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,11,"['apparatus', 'for', 'ascertaining', 'the', 'curvatures', 'of', 'the', 'keels', 'or', 'bottoms', 'of']",1
US34083A,1862-01-07,Improvement in pan eling-mach in es,"['NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'ADP']",[],1,0,8,"['improvement', 'in', 'pan', 'eling-mach', 'in', 'es']",1
US56365A,1866-07-17,Improvement in cri m ping-m ach in es,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADP']",[],1,0,10,"['improvement', 'in', 'cri', 'm', 'ping-m', 'ach', 'in', 'es']",1
US59004A,1866-10-23,Improvement in the manufacture of s llum in ati ng-g as,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'ADP']",[],1,0,13,"['improvement', 'in', 'the', 'manufacture', 'of', 's', 'llum', 'in', 'ati', 'ng-g', 'as']",1
US62329A,1867-02-26,Op lisb on,"['PROPN', 'PROPN', 'ADP']",[],1,0,3,"['op', 'lisb', 'on']",1
US64061A,1867-04-23,Jacob be eg en,"['PROPN', 'VERB', 'X', 'ADP']",[],1,0,4,"['jacob', 'be', 'eg', 'en']",1
US64218A,1867-04-30,of mb n t or,"['ADP', 'PROPN', 'ADV', 'PROPN', 'CCONJ']",[],1,0,5,"['of', 'mb', 'n', 't', 'or']",1
US64650A,1867-05-14,Julius els on,"['PROPN', 'NOUN', 'ADP']",[],1,0,3,"['julius', 'els', 'on']",1
US65505A,1867-06-04,Andrew rank in,"['PROPN', 'VERB', 'ADP']",['ORG'],1,0,3,"['andrew', 'rank', 'in']",1
US65507A,1867-06-04,eiddle and w,"['PROPN', 'CCONJ', 'ADP']",[],1,0,3,"['eiddle', 'and', 'w']",1
US66346A,1867-07-02,W i l l i am h ii by,"['NOUN', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'NOUN', 'PROPN', 'ADP']",[],1,0,9,"['w', 'i', 'l', 'l', 'i', 'am', 'h', 'ii', 'by']",1
US66416A,1867-07-02,John th omps on,"['PROPN', 'NOUN', 'VERB', 'ADP']",['PERSON'],1,1,4,"['john', 'th', 'omps', 'on']",1
US66784A,1867-07-16,Charles bo tnt on,"['PROPN', 'ADP', 'VERB', 'ADP']",[],1,0,4,"['charles', 'bo', 'tnt', 'on']",1
US67399A,1867-08-06,of ch aklesto wn,"['ADP', 'NOUN', 'PROPN', 'ADP']",[],1,0,4,"['of', 'ch', 'aklesto', 'wn']",1
US70793A,1867-11-12,bo tnt on,"['PROPN', 'VERB', 'ADP']",[],1,0,3,"['bo', 'tnt', 'on']",1
US73473A,1868-01-21,George stre at,"['PROPN', 'NOUN', 'ADP']",['PERSON'],1,1,3,"['george', 'stre', 'at']",1
US75292A,1868-03-10,Joel moulto n,"['PROPN', 'PROPN', 'CCONJ']",['PERSON'],1,1,3,"['joel', 'moulto', 'n']",1
US75722A,1868-03-24,William bab ik,"['PROPN', 'ADP', 'ADP']",['PERSON'],1,1,3,"['william', 'bab', 'ik']",1
US75733A,1868-03-24,William ol ems on,"['PROPN', 'PROPN', 'VERB', 'ADP']","['PERSON', 'ORG']",1,1,4,"['william', 'ol', 'ems', 'on']",1
US78467A,1868-06-02,James mont-gome by,"['PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,5,"['james', 'mont-gome', 'by']",1
US80047A,1868-07-21,James alberts on,"['PROPN', 'VERB', 'ADP']",[],1,0,3,"['james', 'alberts', 'on']",1
US80460A,1868-07-28,Impeovemeit in the manufaotube of,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['impeovemeit', 'in', 'the', 'manufaotube', 'of']",1
US80639A,1868-08-04,Elijah li n dsl by,"['PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP']",[],1,0,5,"['elijah', 'li', 'n', 'dsl', 'by']",1
US81461A,1868-08-25,Thomas bard on,"['PROPN', 'NOUN', 'ADP']",[],1,0,3,"['thomas', 'bard', 'on']",1
US82543A,1868-09-29,Edgae mure at,"['PROPN', 'VERB', 'ADP']",['PRODUCT'],1,0,3,"['edgae', 'mure', 'at']",1
US85016A,1868-12-15,Improved curtaiw-fixtd re,"['ADJ', 'PROPN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,5,"['improved', 'curtaiw-fixtd', 're']",1
US85143A,1868-12-22,Ney and,"['PROPN', 'CCONJ']",['PERSON'],1,1,3,"['ney', 'and']",1
US87648A,1869-03-09,demorest and w,"['PROPN', 'CCONJ', 'ADP']",[],1,0,3,"['demorest', 'and', 'w']",1
US91436A,1869-06-15,Self and jacob hoffner,"['NOUN', 'CCONJ', 'PROPN', 'ADP']",[],1,0,4,"['self', 'and', 'jacob', 'hoffner']",1
US92260A,1869-07-06,Improvement in electro-magnetic at,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'ADP']",[],1,0,6,"['improvement', 'in', 'electro-magnetic', 'at']",1
US94887A,1869-09-14,Ke and reet for,"['PROPN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,4,"['ke', 'and', 'reet', 'for']",1
US96535A,1869-11-09,Johs anneae and w,"['PROPN', 'NOUN', 'CCONJ', 'ADP']",['ORG'],1,0,4,"['johs', 'anneae', 'and', 'w']",1
US99485A,1870-02-01,The ends of vulcanized india-rubber or,"['DET', 'NOUN', 'ADP', 'VERB', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ']",['GPE'],1,0,8,"['the', 'ends', 'of', 'vulcanized', 'india-rubber', 'or']",1
US95A,1836-12-02 00:00:00,Manufacture of,"['NOUN', 'ADP']",[],0,0,2,"['manufacture', 'of']",1
US164A,1837-04-17 00:00:00,Machine fob cramping leather for,"['NOUN', 'ADV', 'VERB', 'NOUN', 'ADP']",[],0,0,5,"['machine', 'fob', 'cramping', 'leather', 'for']",1
US172A,1837-04-20 00:00:00,Improvement in the mode of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,"['improvement', 'in', 'the', 'mode', 'of']",1
US204A,1837-05-22 00:00:00,Construction of and mode of,"['NOUN', 'ADP', 'CCONJ', 'NOUN', 'ADP']",[],0,0,5,"['construction', 'of', 'and', 'mode', 'of']",1
US301A,1837-07-29 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US328A,1837-07-31 00:00:00,Improved mode of attaching knives or,"['ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ']",[],0,0,6,"['improved', 'mode', 'of', 'attaching', 'knives', 'or']",1
US332A,1837-07-31 00:00:00,Improvement in the mode of smelting iron ores by the employment of a composition of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,15,"['improvement', 'in', 'the', 'mode', 'of', 'smelting', 'iron', 'ores', 'by', 'the', 'employment', 'of', 'a', 'composition', 'of']",1
US382A,1837-09-12 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US408A,1837-09-25 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US452A,1837-11-04 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US527A,1837-12-20 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US563A,1838-01-09 00:00:00,Machine foe washing and pulverizing potatoes in the manufacture oe,"['NOUN', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,10,"['machine', 'foe', 'washing', 'and', 'pulverizing', 'potatoes', 'in', 'the', 'manufacture', 'oe']",1
US568A,1838-01-09 00:00:00,Sphebometeb for,"['NOUN', 'ADP']",[],0,0,2,"['sphebometeb', 'for']",1
US572A,1838-01-20 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US710A,1838-04-25 00:00:00,Ikomestic spinner for,"['ADJ', 'NOUN', 'ADP']",[],0,0,3,"['ikomestic', 'spinner', 'for']",1
US788A,1838-06-19 00:00:00,And mode oe,"['CCONJ', 'VERB', 'ADP']",[],0,0,3,"['and', 'mode', 'oe']",1
US814A,1838-06-30 00:00:00,Art of increasing the strength of wrought iron and steel and of,"['NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'ADP']",[],0,0,12,"['art', 'of', 'increasing', 'the', 'strength', 'of', 'wrought', 'iron', 'and', 'steel', 'and', 'of']",1
US996A,1838-11-03 00:00:00,Machine for rubbing and separating garlic and other substances from,"['NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP']",[],0,0,10,"['machine', 'for', 'rubbing', 'and', 'separating', 'garlic', 'and', 'other', 'substances', 'from']",1
US1066A,1839-01-08 00:00:00,Manufacture of the leaves of the sunflower and rhubarb plants as a substitute for,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,14,"['manufacture', 'of', 'the', 'leaves', 'of', 'the', 'sunflower', 'and', 'rhubarb', 'plants', 'as', 'a', 'substitute', 'for']",1
US1070A,1839-01-18 00:00:00,Improvement in the mode of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,"['improvement', 'in', 'the', 'mode', 'of']",1
US1103A,1839-03-15 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US1122A,1839-04-15 00:00:00,Steam-boilers and apparatus to be used on board of steamboats to,"['NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],0,0,13,"['steam-boilers', 'and', 'apparatus', 'to', 'be', 'used', 'on', 'board', 'of', 'steamboats', 'to']",1
US1144A,1839-05-18 00:00:00,Combustion by,"['NOUN', 'ADP']",[],0,0,2,"['combustion', 'by']",1
US1225A,1839-07-09 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US1254A,1839-07-22 00:00:00,Improvement in the mode of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,"['improvement', 'in', 'the', 'mode', 'of']",1
US1304A,1839-08-29 00:00:00,Improvement in ffire-arms and in theaapparatust used therewith,"['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'VERB', 'ADP']",[],0,0,10,"['improvement', 'in', 'ffire-arms', 'and', 'in', 'theaapparatust', 'used', 'therewith']",1
US1493A,1840-02-18 00:00:00,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US1547A,1840-04-08 00:00:00,Improvement in the manner of constructing and affixing the ribs of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP']",[],0,0,11,"['improvement', 'in', 'the', 'manner', 'of', 'constructing', 'and', 'affixing', 'the', 'ribs', 'of']",1
US1590A,1840-05-08 00:00:00,Shaking the screen ob,"['VERB', 'DET', 'NOUN', 'ADP']",[],0,0,4,"['shaking', 'the', 'screen', 'ob']",1
US1638A,1840-06-17 00:00:00,Kiln for,"['NOUN', 'ADP']",[],0,0,2,"['kiln', 'for']",1
US1644A,1840-06-20 00:00:00,Ordinary argand oil-burner for adapting it to burn spirits of,"['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'PRON', 'PART', 'VERB', 'NOUN', 'ADP']",[],0,0,12,"['ordinary', 'argand', 'oil-burner', 'for', 'adapting', 'it', 'to', 'burn', 'spirits', 'of']",1
US1667A,1840-07-01 00:00:00,Improvement in the mode of arranging the cylinders in double-cylinder engines for,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP']",[],0,0,14,"['improvement', 'in', 'the', 'mode', 'of', 'arranging', 'the', 'cylinders', 'in', 'double-cylinder', 'engines', 'for']",1
US1676A,1840-07-10 00:00:00,Improvement in the mode of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,"['improvement', 'in', 'the', 'mode', 'of']",1
US1697A,1840-07-18 00:00:00,Improvement in the mode of extracting the alkali from ashes in the manufacture of,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,14,"['improvement', 'in', 'the', 'mode', 'of', 'extracting', 'the', 'alkali', 'from', 'ashes', 'in', 'the', 'manufacture', 'of']",1
